row_index,file_name,object_id,image_path,gt_mask_path,point_x,point_y,sam_score,iou,mask_output_path,visualization_output_path,device,model_type,category_name,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic,area,bbox_w,bbox_h
1079,000072.png,1277,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001277_img_000072_cat_cable.png,562.0,260.0,0.9793160557746888,0.957624589674724,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1079_object_1277_sam_point_mask.png,,cuda,vit_b,cable,partial_occlusion,1,1,1,1,0,3333.0,160.0,98.0
1080,000072.png,1278,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001278_img_000072_cat_tool.png,277.0,370.0,0.9298962950706482,0.6238339408167047,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1080_object_1278_sam_point_mask.png,,cuda,vit_b,tool,partial_occlusion,1,1,1,1,0,16009.0,358.0,256.0
1081,000072.png,1279,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001279_img_000072_cat_box.png,63.0,409.0,0.9597592949867249,0.9781665702718334,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1081_object_1279_sam_point_mask.png,,cuda,vit_b,box,partial_occlusion,1,1,1,1,0,13825.0,122.0,167.0
1082,000072.png,1280,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001280_img_000072_cat_cable.png,501.0,339.0,0.8763717412948608,0.948477041976057,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1082_object_1280_sam_point_mask.png,,cuda,vit_b,cable,partial_occlusion,1,1,1,1,0,6425.0,275.0,58.0
1083,000072.png,1281,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001281_img_000072_cat_glass_object.png,284.0,233.0,0.8678954243659973,0.8720683576827701,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1083_object_1281_sam_point_mask.png,,cuda,vit_b,glass_object,partial_occlusion,1,1,1,1,0,33471.0,142.0,277.0
1084,000072.png,1282,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001282_img_000072_cat_glass_object.png,316.0,38.0,0.8042519092559814,0.9394505968646628,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1084_object_1282_sam_point_mask.png,,cuda,vit_b,glass_object,partial_occlusion,1,1,1,1,0,6948.0,138.0,189.0
1085,000072.png,1283,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001283_img_000072_cat_plastic_object.png,429.0,193.0,0.8582382202148438,0.7672301690507152,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1085_object_1283_sam_point_mask.png,,cuda,vit_b,plastic_object,partial_occlusion,1,1,1,1,0,3827.0,91.0,96.0
1086,000072.png,1284,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001284_img_000072_cat_glass_object.png,28.0,288.0,0.7993780374526978,0.6022795440911818,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1086_object_1284_sam_point_mask.png,,cuda,vit_b,glass_object,partial_occlusion,1,1,1,1,0,11669.0,71.0,213.0
1087,000072.png,1286,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001286_img_000072_cat_box.png,565.0,77.0,0.7608121633529663,0.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1087_object_1286_sam_point_mask.png,,cuda,vit_b,box,partial_occlusion,1,1,1,1,0,11660.0,170.0,170.0
1088,000072.png,1287,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001287_img_000072_cat_plastic_object.png,158.0,144.0,0.9419841766357422,0.944633730834753,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1088_object_1287_sam_point_mask.png,,cuda,vit_b,plastic_object,partial_occlusion,1,1,1,1,0,2241.0,140.0,59.0
1089,000072.png,1288,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001288_img_000072_cat_tool.png,624.0,132.0,0.832324743270874,0.7526104417670683,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1089_object_1288_sam_point_mask.png,,cuda,vit_b,tool,partial_occlusion,1,1,1,1,0,956.0,34.0,35.0
1090,000072.png,1289,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001289_img_000072_cat_robot_gripper.png,428.0,103.0,0.8974981307983398,0.7502121640735502,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1090_object_1289_sam_point_mask.png,,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,20786.0,338.0,97.0
1091,000072.png,1290,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001290_img_000072_cat_robot_gripper.png,460.0,154.0,0.9595123529434204,0.6582491582491582,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1091_object_1290_sam_point_mask.png,,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,4691.0,54.0,198.0
1092,000072.png,1291,data/cogar_sim_500/rgb/000072.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001291_img_000072_cat_robot_gripper.png,357.0,140.0,0.9019867777824402,0.5351224966961472,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1092_object_1291_sam_point_mask.png,,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,5379.0,43.0,213.0
1093,000074.png,1295,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001295_img_000074_cat_tool.png,347.0,219.0,0.923370122909546,0.9052453468697124,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1093_object_1295_sam_point_mask.png,,cuda,vit_b,tool,dynamic_scene,1,1,1,1,1,2358.0,142.0,29.0
1094,000074.png,1296,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001296_img_000074_cat_box.png,500.0,210.0,0.8694628477096558,0.970571216003968,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1094_object_1296_sam_point_mask.png,,cuda,vit_b,box,dynamic_scene,1,1,1,1,1,12097.0,144.0,133.0
1095,000074.png,1297,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001297_img_000074_cat_cable.png,382.0,318.0,0.6551532745361328,0.623574144486692,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1095_object_1297_sam_point_mask.png,,cuda,vit_b,cable,dynamic_scene,1,1,1,1,1,521.0,57.0,145.0
1096,000074.png,1298,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001298_img_000074_cat_box.png,463.0,294.0,0.8746187686920166,0.9636953499150316,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1096_object_1298_sam_point_mask.png,,cuda,vit_b,box,dynamic_scene,1,1,1,1,1,6449.0,94.0,97.0
1097,000074.png,1299,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001299_img_000074_cat_metal_part.png,287.0,243.0,0.931962549686432,0.799249530956848,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1097_object_1299_sam_point_mask.png,,cuda,vit_b,metal_part,dynamic_scene,1,1,1,1,1,528.0,23.0,42.0
1098,000074.png,1300,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001300_img_000074_cat_plastic_object.png,421.0,236.0,0.778950572013855,0.6319417847567982,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1098_object_1300_sam_point_mask.png,,cuda,vit_b,plastic_object,dynamic_scene,1,1,1,1,1,2592.0,61.0,62.0
1099,000074.png,1301,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001301_img_000074_cat_plastic_object.png,380.0,249.0,0.925131618976593,0.9559808612440192,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1099_object_1301_sam_point_mask.png,,cuda,vit_b,plastic_object,dynamic_scene,1,1,1,1,1,1025.0,35.0,39.0
1100,000074.png,1302,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001302_img_000074_cat_connector.png,270.0,259.0,0.9249534606933594,0.9373015873015872,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1100_object_1302_sam_point_mask.png,,cuda,vit_b,connector,dynamic_scene,1,1,1,1,1,1220.0,38.0,54.0
1101,000074.png,1303,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001303_img_000074_cat_plastic_object.png,242.0,229.0,0.9076325297355652,0.9477848101265824,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1101_object_1303_sam_point_mask.png,,cuda,vit_b,plastic_object,dynamic_scene,1,1,1,1,1,1877.0,54.0,58.0
1102,000074.png,1304,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001304_img_000074_cat_plastic_object.png,386.0,295.0,0.8632179498672485,0.9802968960863696,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1102_object_1304_sam_point_mask.png,,cuda,vit_b,plastic_object,dynamic_scene,1,1,1,1,1,3675.0,74.0,74.0
1103,000074.png,1305,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001305_img_000074_cat_glass_object.png,178.0,289.0,0.7889920473098755,0.3509237328280435,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1103_object_1305_sam_point_mask.png,,cuda,vit_b,glass_object,dynamic_scene,1,1,1,1,1,10550.0,94.0,139.0
1104,000074.png,1306,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001306_img_000074_cat_box.png,374.0,175.0,0.919616401195526,0.981276213301378,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1104_object_1306_sam_point_mask.png,,cuda,vit_b,box,dynamic_scene,1,1,1,1,1,6666.0,111.0,105.0
1105,000074.png,1308,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001308_img_000074_cat_plastic_object.png,245.0,299.0,0.796220064163208,0.6535060012634238,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1105_object_1308_sam_point_mask.png,,cuda,vit_b,plastic_object,dynamic_scene,1,1,1,1,1,2739.0,64.0,55.0
1106,000074.png,1309,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001309_img_000074_cat_connector.png,534.0,275.0,0.9115922451019288,0.9298245614035088,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1106_object_1309_sam_point_mask.png,,cuda,vit_b,connector,dynamic_scene,1,1,1,1,1,215.0,20.0,14.0
1107,000074.png,1310,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001310_img_000074_cat_plastic_object.png,540.0,312.0,0.8343096971511841,0.5986159169550173,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1107_object_1310_sam_point_mask.png,,cuda,vit_b,plastic_object,dynamic_scene,1,1,1,1,1,3459.0,70.0,63.0
1108,000074.png,1311,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001311_img_000074_cat_robot_gripper.png,246.0,167.0,0.9620072841644288,0.7802829354553492,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1108_object_1311_sam_point_mask.png,,cuda,vit_b,robot_gripper,dynamic_scene,1,1,1,1,1,10837.0,210.0,110.0
1109,000074.png,1312,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001312_img_000074_cat_robot_gripper.png,225.0,202.0,0.8574457168579102,0.6454054054054054,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1109_object_1312_sam_point_mask.png,,cuda,vit_b,robot_gripper,dynamic_scene,1,1,1,1,1,864.0,38.0,90.0
1110,000074.png,1313,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001313_img_000074_cat_robot_gripper.png,287.0,189.0,0.8489208817481995,0.6879334257975035,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1110_object_1313_sam_point_mask.png,,cuda,vit_b,robot_gripper,dynamic_scene,1,1,1,1,1,2030.0,35.0,117.0
1111,000076.png,1319,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001319_img_000076_cat_box.png,295.0,433.0,0.8188421130180359,0.8517266870841694,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1111_object_1319_sam_point_mask.png,,cuda,vit_b,box,transparent_glass,1,1,1,1,0,8550.0,189.0,100.0
1112,000076.png,1320,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001320_img_000076_cat_box.png,298.0,170.0,0.7227671146392822,0.6015235457063712,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1112_object_1320_sam_point_mask.png,,cuda,vit_b,box,transparent_glass,1,1,1,1,0,7102.0,166.0,160.0
1113,000076.png,1321,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001321_img_000076_cat_connector.png,180.0,305.0,1.034522533416748,0.9762868710237133,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1113_object_1321_sam_point_mask.png,,cuda,vit_b,connector,transparent_glass,1,1,1,1,0,1720.0,47.0,69.0
1114,000076.png,1322,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001322_img_000076_cat_cable.png,411.0,249.0,0.926280915737152,0.4071794871794871,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1114_object_1322_sam_point_mask.png,,cuda,vit_b,cable,transparent_glass,1,1,1,1,0,404.0,56.0,21.0
1115,000076.png,1323,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001323_img_000076_cat_glass_object.png,511.0,457.0,0.90706866979599,0.9758261933904528,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1115_object_1323_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,3214.0,92.0,61.0
1116,000076.png,1324,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001324_img_000076_cat_metal_part.png,457.0,458.0,0.8857665061950684,0.7544345898004434,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1116_object_1324_sam_point_mask.png,,cuda,vit_b,metal_part,transparent_glass,1,1,1,1,0,1551.0,61.0,51.0
1117,000076.png,1325,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001325_img_000076_cat_metal_part.png,426.0,469.0,0.8939548134803772,0.9552980132450332,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1117_object_1325_sam_point_mask.png,,cuda,vit_b,metal_part,transparent_glass,1,1,1,1,0,601.0,34.0,27.0
1118,000076.png,1326,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001326_img_000076_cat_glass_object.png,455.0,309.0,0.91347998380661,0.9843891216826884,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1118_object_1326_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,12145.0,145.0,155.0
1119,000076.png,1327,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001327_img_000076_cat_glass_object.png,308.0,300.0,0.8949832916259766,0.9936631041331694,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1119_object_1327_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,10568.0,123.0,109.0
1120,000076.png,1328,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001328_img_000076_cat_box.png,172.0,213.0,0.9868513345718384,0.9799206951826542,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1120_object_1328_sam_point_mask.png,,cuda,vit_b,box,transparent_glass,1,1,1,1,0,11808.0,149.0,151.0
1121,000076.png,1330,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001330_img_000076_cat_connector.png,443.0,148.0,0.9007993936538696,0.9068627450980392,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1121_object_1330_sam_point_mask.png,,cuda,vit_b,connector,transparent_glass,1,1,1,1,0,379.0,23.0,43.0
1122,000076.png,1331,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001331_img_000076_cat_glass_object.png,222.0,436.0,0.864682674407959,0.8631977047470005,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1122_object_1331_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,7538.0,98.0,99.0
1123,000076.png,1333,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001333_img_000076_cat_box.png,379.0,148.0,0.9393487572669984,0.9725378787878788,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1123_object_1333_sam_point_mask.png,,cuda,vit_b,box,transparent_glass,1,1,1,1,0,9395.0,133.0,126.0
1124,000076.png,1334,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001334_img_000076_cat_robot_gripper.png,367.0,287.0,0.4953620135784149,0.1096862834898099,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1124_object_1334_sam_point_mask.png,,cuda,vit_b,robot_gripper,transparent_glass,1,1,1,1,0,14649.0,282.0,319.0
1125,000076.png,1335,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001335_img_000076_cat_robot_gripper.png,366.0,234.0,0.8717730045318604,0.9229756418696512,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1125_object_1335_sam_point_mask.png,,cuda,vit_b,robot_gripper,transparent_glass,1,1,1,1,0,1514.0,55.0,54.0
1126,000076.png,1336,data/cogar_sim_500/rgb/000076.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001336_img_000076_cat_robot_gripper.png,402.0,336.0,0.9521167874336244,0.9287305122494433,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1126_object_1336_sam_point_mask.png,,cuda,vit_b,robot_gripper,transparent_glass,1,1,1,1,0,882.0,39.0,45.0
1127,000077.png,1338,data/cogar_sim_500/rgb/000077.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001338_img_000077_cat_glass_object.png,407.0,187.0,0.4678527116775512,0.0003289067960366,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_1127_object_1338_sam_point_mask.png,,cuda,vit_b,glass_object,partial_occlusion,1,1,1,1,0,3386.0,72.0,184.0
