row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,device,model_type,category_name,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic,area,bbox_w,bbox_h,bbox_area,visible_ratio
1564,000098.png,1728,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001728_img_000098_cat_metal_part.png,369.0,168.0,408.0,260.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1564_object_1728_sam_mask.png,,0.9788490533828736,0.9465534465534464,cuda,vit_b,metal_part,small_parts,1,0,1,1,0,2002.0,39.0,92.0,3588.0,0.5579710144927537
1565,000098.png,1729,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001729_img_000098_cat_screw.png,145.0,339.0,162.0,351.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1565_object_1729_sam_mask.png,,0.9147857427597046,0.8333333333333334,cuda,vit_b,screw,small_parts,1,0,1,1,0,163.0,17.0,12.0,204.0,0.7990196078431373
1566,000098.png,1730,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001730_img_000098_cat_screw.png,335.0,262.0,353.0,274.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1566_object_1730_sam_mask.png,,0.9637656211853028,0.8201058201058201,cuda,vit_b,screw,small_parts,1,0,1,1,0,164.0,18.0,12.0,216.0,0.7592592592592593
1567,000098.png,1731,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001731_img_000098_cat_screw.png,305.0,266.0,320.0,281.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1567_object_1731_sam_mask.png,,0.9536188840866088,0.9715909090909092,cuda,vit_b,screw,small_parts,1,0,1,1,0,175.0,15.0,15.0,225.0,0.7777777777777778
1568,000098.png,1732,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001732_img_000098_cat_connector.png,101.0,308.0,155.0,360.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1568_object_1732_sam_mask.png,,0.976482391357422,0.9624167459562322,cuda,vit_b,connector,small_parts,1,0,1,1,0,2089.0,54.0,52.0,2808.0,0.7439458689458689
1569,000098.png,1733,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001733_img_000098_cat_screw.png,348.0,274.0,367.0,292.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1569_object_1733_sam_mask.png,,0.9592372179031372,0.914396887159533,cuda,vit_b,screw,small_parts,1,0,1,1,0,249.0,19.0,18.0,342.0,0.7280701754385965
1570,000098.png,1734,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001734_img_000098_cat_connector.png,197.0,266.0,249.0,319.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1570_object_1734_sam_mask.png,,0.9783359169960022,0.9712865819988956,cuda,vit_b,connector,small_parts,1,0,1,1,0,1775.0,52.0,53.0,2756.0,0.6440493468795355
1571,000098.png,1735,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001735_img_000098_cat_screw.png,305.0,370.0,324.0,394.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1571_object_1735_sam_mask.png,,0.9672465920448304,0.8987012987012987,cuda,vit_b,screw,small_parts,1,0,1,1,0,364.0,19.0,24.0,456.0,0.7982456140350878
1572,000098.png,1736,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001736_img_000098_cat_screw.png,341.0,214.0,363.0,233.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1572_object_1736_sam_mask.png,,0.9564173221588136,0.8272058823529411,cuda,vit_b,screw,small_parts,1,0,1,1,0,243.0,22.0,19.0,418.0,0.5813397129186603
1573,000098.png,1737,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001737_img_000098_cat_connector.png,387.0,179.0,417.0,206.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1573_object_1737_sam_mask.png,,0.9703088402748108,0.9345794392523364,cuda,vit_b,connector,small_parts,1,0,1,1,0,502.0,30.0,27.0,810.0,0.6197530864197531
1575,000098.png,1739,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001739_img_000098_cat_screw.png,399.0,206.0,411.0,220.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1575_object_1739_sam_mask.png,,0.9245229959487916,0.8267716535433071,cuda,vit_b,screw,small_parts,1,0,1,1,0,115.0,12.0,14.0,168.0,0.6845238095238095
1577,000098.png,1741,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001741_img_000098_cat_screw.png,426.0,349.0,442.0,377.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1577_object_1741_sam_mask.png,,0.9272725582122804,0.9205776173285198,cuda,vit_b,screw,small_parts,1,0,1,1,0,277.0,16.0,28.0,448.0,0.6183035714285714
1578,000098.png,1742,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001742_img_000098_cat_screw.png,309.0,346.0,327.0,368.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1578_object_1742_sam_mask.png,,0.9590805768966676,0.9314285714285714,cuda,vit_b,screw,small_parts,1,0,1,1,0,348.0,18.0,22.0,396.0,0.8787878787878788
1580,000098.png,1744,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001744_img_000098_cat_screw.png,413.0,266.0,424.0,292.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1580_object_1744_sam_mask.png,,0.9270613193511964,0.9294605809128632,cuda,vit_b,screw,small_parts,1,0,1,1,0,236.0,11.0,26.0,286.0,0.8251748251748252
1581,000098.png,1745,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001745_img_000098_cat_screw.png,405.0,303.0,428.0,321.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1581_object_1745_sam_mask.png,,0.9672614932060242,0.8775510204081632,cuda,vit_b,screw,small_parts,1,0,1,1,0,321.0,23.0,18.0,414.0,0.7753623188405797
1583,000098.png,1747,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001747_img_000098_cat_screw.png,182.0,249.0,196.0,264.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1583_object_1747_sam_mask.png,,0.9664927124977112,0.918032786885246,cuda,vit_b,screw,small_parts,1,0,1,1,0,175.0,14.0,15.0,210.0,0.8333333333333334
1584,000098.png,1748,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001748_img_000098_cat_screw.png,281.0,327.0,305.0,355.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1584_object_1748_sam_mask.png,,0.9676287174224854,0.8739495798319328,cuda,vit_b,screw,small_parts,1,0,1,1,0,441.0,24.0,28.0,672.0,0.65625
1585,000098.png,1749,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001749_img_000098_cat_screw.png,363.0,253.0,375.0,272.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1585_object_1749_sam_mask.png,,0.9526312351226808,0.912568306010929,cuda,vit_b,screw,small_parts,1,0,1,1,0,178.0,12.0,19.0,228.0,0.7807017543859649
1586,000098.png,1750,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001750_img_000098_cat_connector.png,402.0,218.0,451.0,256.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1586_object_1750_sam_mask.png,,0.9544209241867064,0.9641472868217056,cuda,vit_b,connector,small_parts,1,0,1,1,0,1020.0,49.0,38.0,1862.0,0.547798066595059
1587,000098.png,1751,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001751_img_000098_cat_connector.png,212.0,337.0,282.0,380.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1587_object_1751_sam_mask.png,,0.977059245109558,0.9661399548532732,cuda,vit_b,connector,small_parts,1,0,1,1,0,2174.0,70.0,43.0,3010.0,0.7222591362126246
1588,000098.png,1752,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001752_img_000098_cat_robot_gripper.png,225.0,113.0,275.0,250.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1588_object_1752_sam_mask.png,,0.9867302775382996,0.9682210708117444,cuda,vit_b,robot_gripper,small_parts,1,0,1,1,0,5781.0,50.0,137.0,6850.0,0.843941605839416
1589,000098.png,1753,data/cogar_sim_500/rgb/000098.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001753_img_000098_cat_robot_gripper.png,204.0,146.0,245.0,287.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1589_object_1753_sam_mask.png,,0.9738823771476746,0.9290104486785494,cuda,vit_b,robot_gripper,small_parts,1,0,1,1,0,3230.0,41.0,141.0,5781.0,0.5587268638643833
1590,000100.png,1758,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001758_img_000100_cat_metal_part.png,228.0,210.0,320.0,271.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1590_object_1758_sam_mask.png,,0.9758023023605348,0.9688304260794968,cuda,vit_b,metal_part,reflective_metal,1,0,1,1,0,3486.0,92.0,61.0,5612.0,0.6211689237348539
1591,000100.png,1759,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001759_img_000100_cat_box.png,277.0,119.0,441.0,254.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1591_object_1759_sam_mask.png,,0.9811224937438964,0.8916256157635468,cuda,vit_b,box,reflective_metal,1,0,1,1,0,10775.0,164.0,135.0,22140.0,0.48667570009033423
1592,000100.png,1760,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001760_img_000100_cat_plastic_object.png,242.0,273.0,354.0,386.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1592_object_1760_sam_mask.png,,0.9919803738594056,0.9820387217168184,cuda,vit_b,plastic_object,reflective_metal,1,0,1,1,0,8558.0,112.0,113.0,12656.0,0.6762010113780025
1593,000100.png,1761,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001761_img_000100_cat_tool.png,151.0,179.0,244.0,242.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1593_object_1761_sam_mask.png,,0.9778653383255004,0.9593425605536332,cuda,vit_b,tool,reflective_metal,1,0,1,1,0,2312.0,93.0,63.0,5859.0,0.39460658815497524
1594,000100.png,1762,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001762_img_000100_cat_plastic_object.png,317.0,187.0,351.0,235.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1594_object_1762_sam_mask.png,,0.959126591682434,0.9422850412249706,cuda,vit_b,plastic_object,reflective_metal,1,0,1,1,0,815.0,34.0,48.0,1632.0,0.4993872549019608
1595,000100.png,1763,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001763_img_000100_cat_metal_part.png,436.0,142.0,513.0,278.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1595_object_1763_sam_mask.png,,0.990700662136078,0.9769461719922796,cuda,vit_b,metal_part,reflective_metal,1,0,1,1,0,9326.0,77.0,136.0,10472.0,0.8905653170359052
1596,000100.png,1764,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001764_img_000100_cat_metal_part.png,202.0,129.0,237.0,174.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1596_object_1764_sam_mask.png,,0.9621731042861938,0.9468354430379748,cuda,vit_b,metal_part,reflective_metal,1,0,1,1,0,770.0,35.0,45.0,1575.0,0.4888888888888889
1597,000100.png,1765,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001765_img_000100_cat_box.png,359.0,107.0,421.0,141.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1597_object_1765_sam_mask.png,,0.949863851070404,0.9273084479371316,cuda,vit_b,box,reflective_metal,1,0,1,1,0,1011.0,62.0,34.0,2108.0,0.4796015180265655
1598,000100.png,1766,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001766_img_000100_cat_plastic_object.png,193.0,241.0,254.0,313.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1598_object_1766_sam_mask.png,,0.9851253628730774,0.9819894707675256,cuda,vit_b,plastic_object,reflective_metal,1,0,1,1,0,3578.0,61.0,72.0,4392.0,0.8146630236794171
1599,000100.png,1767,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001767_img_000100_cat_tool.png,312.0,222.0,389.0,307.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1599_object_1767_sam_mask.png,,0.9768749475479126,0.959291485394655,cuda,vit_b,tool,reflective_metal,1,0,1,1,0,3218.0,77.0,85.0,6545.0,0.4916730328495034
1600,000100.png,1768,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001768_img_000100_cat_screw.png,116.0,369.0,154.0,400.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1600_object_1768_sam_mask.png,,0.9172623753547668,0.9500756429652042,cuda,vit_b,screw,reflective_metal,1,0,1,1,0,645.0,38.0,31.0,1178.0,0.5475382003395586
1601,000100.png,1769,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001769_img_000100_cat_box.png,230.0,62.0,374.0,169.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1601_object_1769_sam_mask.png,,0.9156634211540222,0.7890211640211641,cuda,vit_b,box,reflective_metal,1,0,1,1,0,1340.0,144.0,107.0,15408.0,0.08696780893042576
1602,000100.png,1770,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001770_img_000100_cat_robot_gripper.png,211.0,17.0,379.0,159.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1602_object_1770_sam_mask.png,,0.8253434896469116,0.8215303015420882,cuda,vit_b,robot_gripper,reflective_metal,1,0,1,1,0,8926.0,168.0,142.0,23856.0,0.37416163648558015
1603,000100.png,1771,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001771_img_000100_cat_robot_gripper.png,307.0,22.0,350.0,136.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1603_object_1771_sam_mask.png,,0.899451494216919,0.8439947780678851,cuda,vit_b,robot_gripper,reflective_metal,1,0,1,1,0,1397.0,43.0,114.0,4902.0,0.28498572011423906
1604,000100.png,1772,data/cogar_sim_500/rgb/000100.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001772_img_000100_cat_robot_gripper.png,292.0,52.0,338.0,223.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1604_object_1772_sam_mask.png,,0.9755060076713562,0.97000297000297,cuda,vit_b,robot_gripper,reflective_metal,1,0,1,1,0,6704.0,46.0,171.0,7866.0,0.852275616577676
1605,000101.png,1775,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001775_img_000101_cat_glass_object.png,163.0,194.0,249.0,342.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1605_object_1775_sam_mask.png,,0.9430510997772216,0.9359653346172364,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,6204.0,86.0,148.0,12728.0,0.48742928975487115
1606,000101.png,1776,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001776_img_000101_cat_glass_object.png,289.0,114.0,316.0,164.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1606_object_1776_sam_mask.png,,0.9587225914001464,0.8147113594040968,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,1072.0,27.0,50.0,1350.0,0.794074074074074
1607,000101.png,1777,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001777_img_000101_cat_glass_object.png,362.0,201.0,463.0,325.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1607_object_1777_sam_mask.png,,0.8108744621276855,0.6546866771985256,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,7419.0,101.0,124.0,12524.0,0.5923826253593101
1608,000101.png,1778,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001778_img_000101_cat_glass_object.png,376.0,128.0,428.0,211.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1608_object_1778_sam_mask.png,,0.9513006210327148,0.8411365837907653,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,2960.0,52.0,83.0,4316.0,0.6858202038924931
1609,000101.png,1779,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001779_img_000101_cat_connector.png,271.0,431.0,303.0,466.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1609_object_1779_sam_mask.png,,0.8916088938713074,0.4954233409610984,cuda,vit_b,connector,transparent_glass,1,1,1,1,0,874.0,32.0,35.0,1120.0,0.7803571428571429
1610,000101.png,1780,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001780_img_000101_cat_plastic_object.png,435.0,198.0,497.0,262.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1610_object_1780_sam_mask.png,,0.9604644179344176,0.9619422572178478,cuda,vit_b,plastic_object,transparent_glass,1,1,1,1,0,1511.0,62.0,64.0,3968.0,0.38079637096774194
1611,000101.png,1781,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001781_img_000101_cat_metal_part.png,446.0,211.0,494.0,289.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1611_object_1781_sam_mask.png,,0.8501189351081848,0.9064150943396226,cuda,vit_b,metal_part,transparent_glass,1,1,1,1,0,1322.0,48.0,78.0,3744.0,0.3530982905982906
1613,000101.png,1783,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001783_img_000101_cat_glass_object.png,286.0,142.0,388.0,279.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1613_object_1783_sam_mask.png,,0.9407904744148254,0.6125296130560673,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,6383.0,102.0,137.0,13974.0,0.4567768713324746
1614,000101.png,1784,data/cogar_sim_500/rgb/000101.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001784_img_000101_cat_glass_object.png,223.0,191.0,311.0,265.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1614_object_1784_sam_mask.png,,0.975556254386902,0.8489278752436648,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,5092.0,88.0,74.0,6512.0,0.7819410319410319
