row_index,file_name,object_id,image_path,gt_mask_path,category_name,primary_challenge,box_prompt_iou,box_prompt_sam_score,sam_auto_best_iou,sam_auto_best_mask_index,sam_auto_num_masks_image,sam_auto_predicted_iou,sam_auto_stability_score,sam_auto_mask_area,sam_auto_bbox_xmin,sam_auto_bbox_ymin,sam_auto_bbox_xmax,sam_auto_bbox_ymax,sam_auto_best_mask_path,device,model_type,points_per_side,pred_iou_thresh,stability_score_thresh,crop_n_layers,min_mask_region_area
67,000004.png,77,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000077_img_000004_cat_plastic_object.png,plastic_object,dynamic_scene,0.9835745013687917,0.979865789413452,0.9824698091156993,0,28,1.0116788148880005,0.9882628917694092,2547.0,370.0,70.0,416.0,139.0,,cuda,vit_b,16,0.88,0.95,0,100
69,000004.png,79,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000079_img_000004_cat_plastic_object.png,plastic_object,dynamic_scene,0.813312118801379,0.98555988073349,0.9716847569608306,12,28,0.9640957117080688,0.9816774725914001,6274.0,185.0,373.0,289.0,478.0,,cuda,vit_b,16,0.88,0.95,0,100
70,000004.png,80,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000080_img_000004_cat_tool.png,tool,dynamic_scene,0.96720921000397,0.9928278923034668,0.9648273124255657,10,28,0.9659287929534912,0.9681124687194824,12238.0,311.0,13.0,637.0,128.0,,cuda,vit_b,16,0.88,0.95,0,100
71,000004.png,81,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000081_img_000004_cat_cable.png,cable,dynamic_scene,0.9390708301599392,0.9702077507972716,0.63721657544957,23,28,0.8847254514694214,0.959330141544342,821.0,233.0,301.0,264.0,352.0,,cuda,vit_b,16,0.88,0.95,0,100
72,000004.png,82,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000082_img_000004_cat_metal_part.png,metal_part,dynamic_scene,0.973833097595474,0.9785007238388062,0.9759717314487633,3,28,0.9906579256057739,0.9892895221710205,2783.0,423.0,57.0,496.0,128.0,,cuda,vit_b,16,0.88,0.95,0,100
73,000004.png,83,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000083_img_000004_cat_plastic_object.png,plastic_object,dynamic_scene,0.8823124569855472,0.9828211665153505,0.874741913282863,25,28,0.9687607288360596,0.965705394744873,1273.0,244.0,433.0,290.0,479.0,,cuda,vit_b,16,0.88,0.95,0,100
74,000004.png,84,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000084_img_000004_cat_plastic_object.png,plastic_object,dynamic_scene,0.9809136420525656,0.9809225797653198,0.9815625,5,28,0.9877016544342041,0.9871553778648376,3166.0,158.0,284.0,240.0,341.0,,cuda,vit_b,16,0.88,0.95,0,100
75,000004.png,85,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000085_img_000004_cat_cable.png,cable,dynamic_scene,0.6588602654176424,0.90891695022583,0.5263157894736842,11,28,0.9652453660964966,0.9735234379768372,483.0,375.0,249.0,424.0,266.0,,cuda,vit_b,16,0.88,0.95,0,100
76,000004.png,86,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000086_img_000004_cat_plastic_object.png,plastic_object,dynamic_scene,0.8921933085501859,0.9733386039733888,0.0,-1,28,,,,-1.0,-1.0,-1.0,-1.0,,cuda,vit_b,16,0.88,0.95,0,100
77,000004.png,87,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000087_img_000004_cat_connector.png,connector,dynamic_scene,0.9569120287253142,0.9792758226394652,0.9563397129186603,4,28,0.9883970022201538,0.9820466637611389,1647.0,192.0,344.0,252.0,418.0,,cuda,vit_b,16,0.88,0.95,0,100
78,000004.png,88,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000088_img_000004_cat_robot_gripper.png,robot_gripper,dynamic_scene,0.9772935779816514,0.994300365447998,0.981529477379351,1,28,1.0090672969818115,0.9817892909049988,29918.0,161.0,199.0,595.0,381.0,,cuda,vit_b,16,0.88,0.95,0,100
79,000004.png,89,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000089_img_000004_cat_robot_gripper.png,robot_gripper,dynamic_scene,0.9728419010669254,0.9805577397346495,0.972907595549105,6,28,0.9834643602371216,0.9857212901115417,2019.0,295.0,307.0,346.0,364.0,,cuda,vit_b,16,0.88,0.95,0,100
80,000005.png,92,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000092_img_000005_cat_box.png,box,reflective_metal,0.9716759055357278,0.9707332253456116,0.00048526022079340043,8,27,0.9734818339347839,0.9836065769195557,3385.0,402.0,264.0,458.0,345.0,,cuda,vit_b,16,0.88,0.95,0,100
81,000005.png,93,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000093_img_000005_cat_tool.png,tool,reflective_metal,0.9344782527534068,0.9828306436538696,0.9362818590704648,4,27,0.986606776714325,0.9804924130439758,5233.0,36.0,219.0,212.0,252.0,,cuda,vit_b,16,0.88,0.95,0,100
83,000005.png,95,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000095_img_000005_cat_metal_part.png,metal_part,reflective_metal,0.953307392996109,0.9826844334602356,0.9307415406767459,23,27,0.9659794569015503,0.9582008123397827,6481.0,215.0,209.0,319.0,314.0,,cuda,vit_b,16,0.88,0.95,0,100
84,000005.png,96,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000096_img_000005_cat_metal_part.png,metal_part,reflective_metal,0.976565008025682,0.9870513677597046,0.9778420038535646,6,27,0.9851604700088501,0.9872840046882629,6090.0,343.0,245.0,412.0,358.0,,cuda,vit_b,16,0.88,0.95,0,100
85,000005.png,97,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000097_img_000005_cat_box.png,box,reflective_metal,0.970774647887324,0.9837567806243896,0.9671885995777622,11,27,0.9516630172729492,0.9762973785400391,11013.0,419.0,155.0,575.0,287.0,,cuda,vit_b,16,0.88,0.95,0,100
86,000005.png,98,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000098_img_000005_cat_tool.png,tool,reflective_metal,0.9578449905482042,0.9757015705108644,0.9557021677662583,3,27,0.9871841669082642,0.9843689799308777,5142.0,178.0,299.0,345.0,350.0,,cuda,vit_b,16,0.88,0.95,0,100
87,000005.png,99,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000099_img_000005_cat_tool.png,tool,reflective_metal,0.9459002535925612,0.9693742990493774,0.6141992294991745,17,27,0.9165069460868835,0.977790117263794,1788.0,571.0,199.0,633.0,249.0,,cuda,vit_b,16,0.88,0.95,0,100
89,000005.png,101,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000101_img_000005_cat_plastic_object.png,plastic_object,reflective_metal,0.985685071574642,0.9752607345581056,0.9804436660828955,8,27,0.9734818339347839,0.9836065769195557,3385.0,402.0,264.0,458.0,345.0,,cuda,vit_b,16,0.88,0.95,0,100
90,000005.png,102,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000102_img_000005_cat_plastic_object.png,plastic_object,reflective_metal,0.9867075664621676,0.9862844944000244,0.9842889206284432,2,27,1.0136314630508423,0.990145742893219,4849.0,521.0,266.0,586.0,354.0,,cuda,vit_b,16,0.88,0.95,0,100
91,000005.png,103,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000103_img_000005_cat_plastic_object.png,plastic_object,reflective_metal,0.967503692762186,0.9680737853050232,0.96602658788774,9,27,0.9704676866531372,0.9819004535675049,657.0,571.0,200.0,590.0,248.0,,cuda,vit_b,16,0.88,0.95,0,100
92,000005.png,104,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000104_img_000005_cat_cable.png,cable,reflective_metal,0.818686401480111,0.9483261108398438,0.7967625899280576,13,27,0.9500182271003723,0.9677708148956299,1098.0,464.0,285.0,511.0,367.0,,cuda,vit_b,16,0.88,0.95,0,100
93,000005.png,105,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000105_img_000005_cat_box.png,box,reflective_metal,0.9693991097922848,0.9677665829658508,0.8793884484711212,16,27,0.9378046989440918,0.9810126423835754,4693.0,128.0,144.0,211.0,224.0,,cuda,vit_b,16,0.88,0.95,0,100
94,000005.png,106,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000106_img_000005_cat_tool.png,tool,reflective_metal,0.8908327501749476,0.944163143634796,0.7414634146341463,21,27,0.8891304731369019,0.9583702683448792,1099.0,187.0,272.0,230.0,302.0,,cuda,vit_b,16,0.88,0.95,0,100
96,000005.png,108,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000108_img_000005_cat_tool.png,tool,reflective_metal,0.9236382148311556,0.9663026332855223,0.8925408719346049,24,27,0.9570947885513306,0.9556006193161011,5279.0,51.0,251.0,220.0,344.0,,cuda,vit_b,16,0.88,0.95,0,100
97,000005.png,109,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000109_img_000005_cat_robot_gripper.png,robot_gripper,reflective_metal,0.9515908647276986,0.999199390411377,0.9515866293086597,14,27,0.9417654275894165,0.968873143196106,15034.0,150.0,105.0,389.0,209.0,,cuda,vit_b,16,0.88,0.95,0,100
98,000005.png,110,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000110_img_000005_cat_robot_gripper.png,robot_gripper,reflective_metal,0.8699936427209154,0.9588510990142822,0.8667731629392971,12,27,0.9505786895751953,0.9739224910736084,2729.0,210.0,173.0,251.0,252.0,,cuda,vit_b,16,0.88,0.95,0,100
99,000005.png,111,data/cogar_sim_500/rgb/000005.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000111_img_000005_cat_robot_gripper.png,robot_gripper,reflective_metal,0.8469483568075117,0.9065700173377992,0.05121938260453748,10,27,0.9695143699645996,0.9608967900276184,18767.0,149.0,104.0,389.0,252.0,,cuda,vit_b,16,0.88,0.95,0,100
