model,prompt_type,split,image_path,instance_id,category,challenge,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iou,boundary_f1,predicted_iou,elapsed_s,fps,device
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000139.png,1169,plastic_object,dynamic_scene;partial_occlusion,385.0,346.0,455.0,420.0,0.9776593043919777,1.0,1.0020240545272827,0.09157540674999609,10.919962416656617,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000139.png,1170,robot_gripper,dynamic_scene;partial_occlusion,294.0,106.0,407.0,360.0,0.7869489073326734,0.7014302505040059,0.9352679252624512,0.09157540674999609,10.919962416656617,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000139.png,1171,robot_gripper,dynamic_scene;partial_occlusion,337.0,166.0,380.0,203.0,0.9337455830388692,1.0,0.968205988407135,0.09157540674999609,10.919962416656617,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000139.png,1172,robot_gripper,dynamic_scene;partial_occlusion,360.0,250.0,404.0,288.0,0.9178571428571428,0.9808304714330316,0.955965518951416,0.09157540674999609,10.919962416656617,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000140.png,1175,tool,reflective_metal,243.0,245.0,532.0,339.0,0.9554508880384653,0.9966996699669968,0.9393022656440735,0.09121088850002934,10.963603320229451,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000140.png,1176,tool,reflective_metal,312.0,156.0,445.0,211.0,0.9405495026054003,1.0,0.9841791987419128,0.09121088850002934,10.963603320229451,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000140.png,1177,metal_part,reflective_metal,222.0,110.0,252.0,209.0,0.9342941924544298,1.0,0.9862195253372192,0.09121088850002934,10.963603320229451,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000140.png,1178,metal_part,reflective_metal,274.0,126.0,324.0,178.0,0.9505526468877254,1.0,0.967252254486084,0.09121088850002934,10.963603320229451,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000140.png,1179,tool,reflective_metal,117.0,216.0,234.0,361.0,0.954907560499023,0.9990375360923965,0.9320772886276245,0.1735976349999646,5.760447139733233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000140.png,1180,tool,reflective_metal,238.0,305.0,571.0,479.0,0.9481190066388001,0.9974528782475802,0.9408378005027771,0.1735976349999646,5.760447139733233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1185,plastic_object,partial_occlusion,152.0,159.0,194.0,213.0,0.9732283464566929,1.0,0.9795686602592468,0.09115216899999723,10.970665986017627,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1186,screw,partial_occlusion;small_parts,217.0,186.0,227.0,199.0,0.9421487603305785,1.0,0.9318166971206665,0.09115216899999723,10.970665986017627,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1187,box,partial_occlusion,133.0,97.0,268.0,199.0,0.9732060717571297,0.9926873857404023,0.9639216065406799,0.09115216899999723,10.970665986017627,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1188,plastic_object,partial_occlusion,336.0,139.0,385.0,179.0,0.961466749533872,1.0,0.9623579978942871,0.09115216899999723,10.970665986017627,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1189,connector,partial_occlusion;small_parts,493.0,274.0,537.0,338.0,0.980160405234276,1.0,0.935444712638855,0.09154134450000129,10.924025700758481,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1190,plastic_object,partial_occlusion,336.0,272.0,385.0,354.0,0.9579778830963666,1.0,0.9476684331893921,0.09154134450000129,10.924025700758481,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1192,cable,partial_occlusion,150.0,278.0,390.0,332.0,0.9367875647668393,0.9908256880733944,0.8308711647987366,0.09154134450000129,10.924025700758481,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1193,robot_gripper,partial_occlusion,247.0,111.0,334.0,261.0,0.6030910516295218,0.5636007827788649,0.8381531238555908,0.09154134450000129,10.924025700758481,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1194,robot_gripper,partial_occlusion,274.0,155.0,312.0,294.0,0.7455851541454654,0.7155487530386243,0.7532683610916138,0.17362381450004705,5.759578562880434,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000142.png,1195,robot_gripper,partial_occlusion,247.0,142.0,281.0,209.0,0.9430051813471503,0.9948453608247423,0.9407430291175842,0.17362381450004705,5.759578562880434,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1198,connector,small_parts;partial_occlusion,210.0,267.0,252.0,327.0,0.950625,1.0,0.9564433097839355,0.09118183875000341,10.967096230004055,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1199,screw,small_parts;partial_occlusion,369.0,320.0,394.0,350.0,0.9670050761421319,1.0,0.9053127765655518,0.09118183875000341,10.967096230004055,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1200,screw,small_parts;partial_occlusion,387.0,142.0,404.0,154.0,0.9318181818181818,1.0,0.8880141377449036,0.09118183875000341,10.967096230004055,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1201,connector,small_parts;partial_occlusion,393.0,182.0,462.0,207.0,0.972027972027972,1.0,0.9915816187858582,0.09118183875000341,10.967096230004055,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1202,screw,small_parts;partial_occlusion,200.0,215.0,218.0,235.0,0.9779411764705882,1.0,0.9474288821220398,0.09165696349998598,10.910245788364492,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1203,connector,small_parts;partial_occlusion,262.0,273.0,316.0,319.0,0.9750283768444948,1.0,0.9777651429176331,0.09165696349998598,10.910245788364492,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1204,screw,small_parts;partial_occlusion,389.0,215.0,410.0,236.0,0.9463087248322147,1.0,0.9530595541000366,0.09165696349998598,10.910245788364492,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1205,connector,small_parts;partial_occlusion,228.0,300.0,322.0,364.0,0.9636363636363636,1.0,0.9822232723236084,0.09165696349998598,10.910245788364492,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1206,cable,small_parts;partial_occlusion,188.0,120.0,409.0,171.0,0.9136363636363637,0.9853137516688919,0.6807670593261719,0.09158499749997873,10.918818881883272,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1207,connector,small_parts;partial_occlusion,298.0,139.0,344.0,167.0,0.9480225988700565,1.0,0.9687114357948303,0.09158499749997873,10.918818881883272,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1208,connector,small_parts;partial_occlusion,175.0,170.0,211.0,207.0,0.921765295887663,1.0,0.8997695446014404,0.09158499749997873,10.918818881883272,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1209,connector,small_parts;partial_occlusion,437.0,308.0,522.0,370.0,0.9789504891787726,1.0,0.9801384806632996,0.09158499749997873,10.918818881883272,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1210,connector,small_parts;partial_occlusion,188.0,165.0,266.0,191.0,0.9149253731343283,1.0,0.8704536557197571,0.09155067199998257,10.922912723133157,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1211,robot_gripper,small_parts;partial_occlusion,164.0,21.0,341.0,138.0,0.9749481686247409,0.9965546253340206,0.9734693169593811,0.09155067199998257,10.922912723133157,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1212,robot_gripper,small_parts;partial_occlusion,240.0,24.0,282.0,169.0,0.7623026926648097,0.7240974713894606,0.7952750325202942,0.09155067199998257,10.922912723133157,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000143.png,1213,robot_gripper,small_parts;partial_occlusion,247.0,111.0,292.0,184.0,0.9078460399703923,0.776983758700696,0.9601466059684753,0.09155067199998257,10.922912723133157,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1216,metal_part,dynamic_scene;reflective_metal;partial_occlusion,446.0,220.0,508.0,314.0,0.9757333333333333,1.0,0.9897366762161255,0.09114000925001164,10.972129674211901,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1217,connector,dynamic_scene;partial_occlusion;small_parts,428.0,174.0,431.0,192.0,0.723404255319149,1.0,0.745685338973999,0.09114000925001164,10.972129674211901,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1218,plastic_object,dynamic_scene;partial_occlusion,114.0,244.0,208.0,340.0,0.9717961405244928,1.0,0.9508992433547974,0.09114000925001164,10.972129674211901,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1219,cable,dynamic_scene;partial_occlusion,201.0,136.0,384.0,215.0,0.7738715277777778,0.795331388078366,0.8812440633773804,0.09114000925001164,10.972129674211901,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1220,plastic_object,dynamic_scene;partial_occlusion,296.0,272.0,374.0,324.0,0.9622760138321282,1.0,0.9751840829849243,0.09152252249998583,10.926272273583313,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1221,box,dynamic_scene;partial_occlusion,430.0,116.0,544.0,250.0,0.9835689045936395,0.9990850869167429,0.9916976094245911,0.09152252249998583,10.926272273583313,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1222,connector,dynamic_scene;partial_occlusion;small_parts,391.0,186.0,434.0,215.0,0.9596273291925466,1.0,0.9575973749160767,0.09152252249998583,10.926272273583313,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1223,robot_gripper,dynamic_scene;partial_occlusion,222.0,52.0,446.0,116.0,0.971534745447789,0.9826298307230451,0.9721857309341431,0.09152252249998583,10.926272273583313,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1224,robot_gripper,dynamic_scene;partial_occlusion,279.0,115.0,305.0,175.0,0.9234354194407457,1.0,0.9605141878128052,0.17369211249990713,5.75731382160796,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000144.png,1225,robot_gripper,dynamic_scene;partial_occlusion,353.0,114.0,381.0,161.0,0.9273875295974744,1.0,0.9634608626365662,0.17369211249990713,5.75731382160796,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000145.png,1228,connector,reflective_metal;partial_occlusion;small_parts,491.0,151.0,592.0,210.0,0.9341908465450195,0.93993993993994,0.9979636669158936,0.09114624349996348,10.9713791989727,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000145.png,1229,tool,reflective_metal;partial_occlusion,0.0,243.0,155.0,357.0,0.9747543979894905,1.0,0.9692341685295105,0.09114624349996348,10.9713791989727,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000145.png,1230,metal_part,reflective_metal;partial_occlusion,415.0,140.0,437.0,191.0,0.9375,0.9897610921501706,0.959289014339447,0.09114624349996348,10.9713791989727,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000145.png,1231,robot_gripper,reflective_metal;partial_occlusion,175.0,125.0,417.0,215.0,0.9079800733151612,0.7611185792453188,0.9603436589241028,0.09114624349996348,10.9713791989727,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000145.png,1232,robot_gripper,reflective_metal;partial_occlusion,231.0,116.0,273.0,256.0,0.8551688843398157,0.8997300486559009,0.883872389793396,0.1738476539999283,5.752162752799715,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000145.png,1233,robot_gripper,reflective_metal;partial_occlusion,335.0,109.0,374.0,272.0,0.8862866817155757,0.8390107326178255,0.8751757740974426,0.1738476539999283,5.752162752799715,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000146.png,1235,glass_object,transparent_glass,439.0,136.0,535.0,270.0,0.8347013223894209,0.6255738664423023,0.7462353706359863,0.09115577900001881,10.970231519822716,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000146.png,1236,glass_object,transparent_glass,254.0,89.0,300.0,217.0,0.21023438897835034,0.5187342603744662,0.6952071785926819,0.09115577900001881,10.970231519822716,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000146.png,1237,plastic_object,transparent_glass,436.0,231.0,458.0,259.0,0.3275039745627981,0.6961606615475486,0.8842067122459412,0.09115577900001881,10.970231519822716,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000146.png,1238,glass_object,transparent_glass,448.0,224.0,528.0,376.0,0.9720224608412964,0.9658031088082902,0.8958746194839478,0.09115577900001881,10.970231519822716,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000146.png,1239,cable,transparent_glass,0.0,227.0,116.0,270.0,0.9354066985645934,1.0,0.9319596886634827,0.09170853599999873,10.904110387281875,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000146.png,1240,glass_object,transparent_glass,178.0,112.0,215.0,160.0,0.957790192427064,1.0,0.9531203508377075,0.09170853599999873,10.904110387281875,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000146.png,1241,glass_object,transparent_glass,212.0,90.0,287.0,240.0,0.7032303512126397,0.4290217034105359,0.8276529312133789,0.09170853599999873,10.904110387281875,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000146.png,1242,box,transparent_glass,77.0,159.0,228.0,245.0,0.9599966733200266,0.9069539666993144,0.9453545808792114,0.09170853599999873,10.904110387281875,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000147.png,1244,screw,partial_occlusion;small_parts,243.0,259.0,260.0,276.0,0.9156626506024096,1.0,0.889220654964447,0.09123509450000711,10.960694516515485,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000147.png,1245,cable,partial_occlusion,222.0,273.0,261.0,332.0,0.9076723016905072,0.9789467726873992,0.8848090171813965,0.09123509450000711,10.960694516515485,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000147.png,1246,screw,partial_occlusion;small_parts,299.0,248.0,315.0,260.0,0.8888888888888888,1.0,0.8892086148262024,0.09123509450000711,10.960694516515485,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000147.png,1247,box,partial_occlusion,37.0,225.0,223.0,391.0,0.9807820299500832,0.9978462942982821,0.9850338697433472,0.09123509450000711,10.960694516515485,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000147.png,1248,robot_gripper,partial_occlusion,214.0,146.0,369.0,225.0,0.7447517011727234,0.7167698724739695,0.8472570180892944,0.1190115936666795,8.402542720339833,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000147.png,1249,robot_gripper,partial_occlusion,315.0,146.0,354.0,279.0,0.914533719118629,0.9054876165771109,0.8529212474822998,0.1190115936666795,8.402542720339833,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000147.png,1250,robot_gripper,partial_occlusion,259.0,181.0,298.0,286.0,0.9420331239291834,0.996497362249075,0.8695749044418335,0.1190115936666795,8.402542720339833,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000149.png,1255,screw,dynamic_scene;partial_occlusion;small_parts,462.0,430.0,492.0,463.0,0.7347826086956522,0.6729883999263487,0.9156994819641113,0.09117451675001575,10.967976970383308,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000149.png,1256,plastic_object,dynamic_scene;partial_occlusion,209.0,66.0,285.0,131.0,0.9514809590973202,1.0,0.8891541361808777,0.09117451675001575,10.967976970383308,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000149.png,1257,connector,dynamic_scene;partial_occlusion;small_parts,371.0,427.0,432.0,460.0,0.8606299212598425,0.8926003247506379,0.9712851643562317,0.09117451675001575,10.967976970383308,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000149.png,1258,connector,dynamic_scene;partial_occlusion;small_parts,389.0,255.0,477.0,342.0,0.939540507859734,0.9912023460410557,0.969005286693573,0.09117451675001575,10.967976970383308,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000149.png,1259,plastic_object,dynamic_scene;partial_occlusion,326.0,414.0,378.0,467.0,0.9433035714285715,0.9210807586189754,0.985503613948822,0.09155368149998822,10.922553671423127,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000149.png,1260,plastic_object,dynamic_scene;partial_occlusion,321.0,209.0,393.0,302.0,0.9867400550412809,1.0,0.9754083156585693,0.09155368149998822,10.922553671423127,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000149.png,1261,robot_gripper,dynamic_scene;partial_occlusion,205.0,112.0,431.0,415.0,0.9067763848235489,0.8992691615622083,0.9374392628669739,0.09155368149998822,10.922553671423127,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000149.png,1262,robot_gripper,dynamic_scene;partial_occlusion,238.0,229.0,290.0,284.0,0.8028846153846154,0.8307059629883481,0.9410886168479919,0.09155368149998822,10.922553671423127,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000150.png,1265,metal_part,reflective_metal,383.0,135.0,483.0,193.0,0.3876941457586619,0.6551794340286132,0.778654158115387,0.09118036299997812,10.967273731957395,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000150.png,1266,metal_part,reflective_metal,367.0,91.0,453.0,230.0,0.9052531041069724,0.9033587377839501,0.8873694539070129,0.09118036299997812,10.967273731957395,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000150.png,1267,tool,reflective_metal,64.0,342.0,526.0,468.0,0.9665045425346426,1.0,0.9310320019721985,0.09118036299997812,10.967273731957395,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000150.png,1268,tool,reflective_metal,290.0,149.0,502.0,312.0,0.7779337450870297,0.6100881705777476,0.8067352175712585,0.09118036299997812,10.967273731957395,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000150.png,1269,connector,reflective_metal;small_parts,287.0,128.0,316.0,165.0,0.9589345172031076,1.0,0.8977615833282471,0.17377715850000186,5.75449621015635,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000150.png,1270,tool,reflective_metal,237.0,286.0,320.0,479.0,0.9577561534058385,0.9577510104767841,0.9559977054595947,0.17377715850000186,5.75449621015635,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000152.png,1275,connector,partial_occlusion;small_parts,279.0,254.0,334.0,290.0,0.9232876712328767,0.9071618037135277,0.968694269657135,0.09121064499998965,10.963632589157916,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000152.png,1276,box,partial_occlusion,109.0,141.0,237.0,255.0,0.8592133913990201,0.6307464162135442,0.963728666305542,0.09121064499998965,10.963632589157916,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000152.png,1277,box,partial_occlusion,111.0,128.0,250.0,191.0,0.39425361849211493,0.6668895203075381,0.9667881727218628,0.09121064499998965,10.963632589157916,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000152.png,1278,connector,partial_occlusion;small_parts,185.0,321.0,303.0,387.0,0.9669784309982821,1.0,0.9867561459541321,0.09121064499998965,10.963632589157916,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000152.png,1279,robot_gripper,partial_occlusion,325.0,121.0,428.0,233.0,0.41530524505588995,0.5378718634704811,0.638398289680481,0.11902273666669316,8.40175606783738,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000152.png,1280,robot_gripper,partial_occlusion,342.0,138.0,392.0,311.0,0.6087075951105617,0.7268042552105921,0.8426668643951416,0.11902273666669316,8.40175606783738,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000152.png,1281,robot_gripper,partial_occlusion,330.0,119.0,374.0,271.0,0.618103448275862,0.7381774633765945,0.8887719511985779,0.11902273666669316,8.40175606783738,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000154.png,1285,box,dynamic_scene;partial_occlusion,246.0,209.0,380.0,335.0,0.9823242867084203,1.0,0.9740268588066101,0.09119604899996148,10.965387327256057,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000154.png,1286,plastic_object,dynamic_scene;partial_occlusion,442.0,197.0,512.0,259.0,0.9850352112676056,1.0,0.9825009703636169,0.09119604899996148,10.965387327256057,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000154.png,1287,connector,dynamic_scene;partial_occlusion;small_parts,378.0,258.0,436.0,310.0,0.986346516007533,1.0,1.0132908821105957,0.09119604899996148,10.965387327256057,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000154.png,1288,glass_object,dynamic_scene;transparent_glass;partial_occlusion,100.0,121.0,235.0,340.0,0.9870614796804446,0.9764243963970367,0.9752609729766846,0.09119604899996148,10.965387327256057,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000154.png,1289,robot_gripper,dynamic_scene;partial_occlusion,246.0,56.0,512.0,129.0,0.9744690339483806,0.9899782712440256,0.967900276184082,0.11887120933336821,8.412465941988957,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000154.png,1290,robot_gripper,dynamic_scene;partial_occlusion,311.0,42.0,343.0,214.0,0.9475129691791272,0.9882005899705014,0.9263988733291626,0.11887120933336821,8.412465941988957,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000154.png,1291,robot_gripper,dynamic_scene;partial_occlusion,397.0,46.0,439.0,208.0,0.9496758258721828,1.0,0.9182632565498352,0.11887120933336821,8.412465941988957,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000155.png,1293,box,reflective_metal;partial_occlusion,511.0,215.0,639.0,375.0,0.9923191015997458,1.0,0.9687106013298035,0.09119057124996743,10.966046009941595,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000155.png,1294,screw,reflective_metal;partial_occlusion;small_parts,357.0,218.0,380.0,243.0,0.697560975609756,0.8240740740740741,0.9131069779396057,0.09119057124996743,10.966046009941595,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000155.png,1295,tool,reflective_metal;partial_occlusion,301.0,162.0,330.0,299.0,0.9290700921530298,0.997005988023952,0.9619345664978027,0.09119057124996743,10.966046009941595,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000155.png,1296,metal_part,reflective_metal;partial_occlusion,314.0,112.0,394.0,198.0,0.882792301062913,0.83860780584336,0.8557115793228149,0.09119057124996743,10.966046009941595,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000155.png,1297,robot_gripper,reflective_metal;partial_occlusion,186.0,19.0,420.0,126.0,0.9649408201043361,0.8960420057324336,0.9549540877342224,0.11898401533327767,8.40449027710967,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000155.png,1298,robot_gripper,reflective_metal;partial_occlusion,222.0,15.0,274.0,216.0,0.9016848731716349,0.8192105989511456,0.8940744996070862,0.11898401533327767,8.40449027710967,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000155.png,1299,robot_gripper,reflective_metal;partial_occlusion,321.0,103.0,364.0,177.0,0.9417541483237386,0.9702060637878986,0.9147515892982483,0.11898401533327767,8.40449027710967,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1303,plastic_object,partial_occlusion,280.0,316.0,383.0,386.0,0.9829749103942652,1.0,0.9765118360519409,0.09118698874999609,10.966476837410019,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1304,cable,partial_occlusion,149.0,144.0,410.0,479.0,0.34406812842599843,0.685694014016158,0.8427336812019348,0.09118698874999609,10.966476837410019,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1305,plastic_object,partial_occlusion,497.0,97.0,568.0,184.0,0.9733361774744027,1.0,0.8879724740982056,0.09118698874999609,10.966476837410019,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1306,plastic_object,partial_occlusion,445.0,255.0,492.0,289.0,0.9415584415584416,1.0,0.9275602698326111,0.09118698874999609,10.966476837410019,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1307,plastic_object,partial_occlusion,500.0,322.0,597.0,386.0,0.938315048644173,0.8839073877116911,0.9206350445747375,0.09162360975000183,10.914217446011289,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1308,plastic_object,partial_occlusion,316.0,99.0,380.0,146.0,0.9628804751299184,1.0,0.9854266047477722,0.09162360975000183,10.914217446011289,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1309,metal_part,partial_occlusion;reflective_metal,191.0,30.0,276.0,127.0,0.9508590430445224,0.9285877253023044,0.9387261867523193,0.09162360975000183,10.914217446011289,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1310,box,partial_occlusion,182.0,94.0,332.0,255.0,0.9868665018541409,0.9992520568436799,0.9576250314712524,0.09162360975000183,10.914217446011289,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1311,plastic_object,partial_occlusion,27.0,198.0,156.0,313.0,0.974451359318703,0.9947753396029259,0.9540508985519409,0.09137942249998332,10.943382794963304,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1312,robot_gripper,partial_occlusion,301.0,122.0,628.0,320.0,0.967671770375741,0.9781577560461439,0.9532979726791382,0.09137942249998332,10.943382794963304,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1313,robot_gripper,partial_occlusion,468.0,267.0,506.0,285.0,0.04824561403508772,0.5158371040723981,0.7703949213027954,0.09137942249998332,10.943382794963304,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000157.png,1314,robot_gripper,partial_occlusion,365.0,223.0,426.0,281.0,0.9622641509433962,1.0,0.9644703269004822,0.09137942249998332,10.943382794963304,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000158.png,1317,cable,small_parts,310.0,294.0,466.0,350.0,0.7681159420289855,0.8934560102822928,0.9486513137817383,0.09106470875002515,10.98120241887584,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000158.png,1318,cable,small_parts,130.0,46.0,446.0,98.0,0.7294526816767344,0.8855239861731725,0.94426429271698,0.09106470875002515,10.98120241887584,cuda
