model,prompt_type,split,image_path,instance_id,category,challenge,iou,boundary_f1,elapsed_s,fps,device
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1035,connector,partial_occlusion;small_parts,0.7652370203160271,0.8133520193655244,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1036,cable,partial_occlusion,0.6013986013986014,0.8224,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1037,metal_part,partial_occlusion;reflective_metal,0.9722963951935915,1.0,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1038,metal_part,partial_occlusion;reflective_metal,0.932598833441348,1.0,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1039,cable,partial_occlusion,0.866475793857366,0.8974944975427384,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1040,box,partial_occlusion,0.9610413453771022,0.906629828284264,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1041,box,partial_occlusion,0.9900514579759863,0.9981785063752276,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1042,robot_gripper,partial_occlusion,0.7983176579679427,0.6189362094040475,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1043,robot_gripper,partial_occlusion,0.4953271028037383,0.615274291860882,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000127.png,1044,robot_gripper,partial_occlusion,0.4110546378653113,0.5998870462596909,0.004260450299989315,234.71697346229055,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1047,screw,small_parts,0.8544474393530997,1.0,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1048,metal_part,small_parts;reflective_metal,0.9599041185443452,0.9939756836686262,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1049,connector,small_parts,0.9087663625545418,1.0,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1050,plastic_object,small_parts,0.9257960853052878,0.9218519464890662,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1051,connector,small_parts,0.9162132752992383,0.9771420933030344,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1052,box,small_parts,0.9392663860493085,0.7231168204571496,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1053,connector,small_parts,0.9023872679045093,0.9868421052631579,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1054,plastic_object,small_parts,0.8351231838281743,0.6703296703296703,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1055,plastic_object,small_parts,0.9179523141654979,0.9102310452365784,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000128.png,1056,box,small_parts,0.9474644693911408,0.779307597720857,0.004157128400038346,240.55066473067706,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000129.png,1059,metal_part,dynamic_scene;reflective_metal;partial_occlusion,0.9658072773816054,0.9873189303879674,0.006560092000048219,152.4368865547388,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000129.png,1060,box,dynamic_scene;partial_occlusion,0.9905328471822427,1.0,0.006560092000048219,152.4368865547388,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000129.png,1061,plastic_object,dynamic_scene;partial_occlusion,0.9639198218262807,1.0,0.006560092000048219,152.4368865547388,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000129.png,1062,robot_gripper,dynamic_scene;partial_occlusion,0.6468915910258606,0.5351197477144503,0.006560092000048219,152.4368865547388,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000129.png,1063,robot_gripper,dynamic_scene;partial_occlusion,0.49432739059967584,0.6469925925925927,0.006560092000048219,152.4368865547388,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000129.png,1064,robot_gripper,dynamic_scene;partial_occlusion,0.11049932895144361,0.2077931686464713,0.006560092000048219,152.4368865547388,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000131.png,1069,metal_part,transparent_glass;reflective_metal;partial_occlusion,0.8836509528585758,0.9972451790633609,0.005996819856851029,166.75505082207135,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000131.png,1070,connector,transparent_glass;partial_occlusion;small_parts,0.8853146853146853,0.9880200392071444,0.005996819856851029,166.75505082207135,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000131.png,1071,box,transparent_glass;partial_occlusion,0.8348736906962415,0.7904743806975038,0.005996819856851029,166.75505082207135,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000131.png,1072,glass_object,transparent_glass;partial_occlusion,0.7477424992717739,0.6682173821103827,0.005996819856851029,166.75505082207135,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000131.png,1073,robot_gripper,transparent_glass;partial_occlusion,0.8325976605605826,0.6065905240723536,0.005996819856851029,166.75505082207135,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000131.png,1074,robot_gripper,transparent_glass;partial_occlusion,0.11603002870390815,0.4522685360781596,0.005996819856851029,166.75505082207135,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000131.png,1075,robot_gripper,transparent_glass;partial_occlusion,0.02219509488403063,0.2409116443303106,0.005996819856851029,166.75505082207135,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1077,metal_part,partial_occlusion;reflective_metal,0.8111682586333578,0.808139534883721,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1078,tool,partial_occlusion;reflective_metal,0.8411393614987575,0.765498652291105,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1079,box,partial_occlusion,0.972795616717635,0.9905301658578982,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1080,connector,partial_occlusion;small_parts,0.8817139408569704,0.9211887859463361,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1081,plastic_object,partial_occlusion,0.9579735175590098,0.9981916817359855,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1082,box,partial_occlusion,0.9434545022570682,0.9320605374703884,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1083,connector,partial_occlusion;small_parts,0.09028120374938332,0.3955591164015108,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1084,cable,partial_occlusion,0.47522935779816516,0.43997555012224937,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1085,connector,partial_occlusion;small_parts,0.9170284611673902,0.9682530503672007,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1086,robot_gripper,partial_occlusion,0.6654249915340332,0.5990717053314105,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1087,robot_gripper,partial_occlusion,0.5734190782422294,0.32723393399661405,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000132.png,1088,robot_gripper,partial_occlusion,0.08905881030023614,0.1487533455416256,0.003430356583218478,291.5148835815097,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1090,connector,small_parts,0.754054054054054,0.7798742138364779,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1091,connector,small_parts,0.9211180124223602,1.0,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1092,connector,small_parts,0.9591773138049237,1.0,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1093,connector,small_parts,0.8914373088685015,1.0,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1094,screw,small_parts,0.75,0.8583294877711122,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1095,screw,small_parts,0.08347602739726027,0.13721163490471416,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1096,screw,small_parts,0.8085106382978723,1.0,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1097,connector,small_parts,0.9161716171617161,0.9848632426882881,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1098,cable,small_parts,0.6369399830938293,0.6958741411349254,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1099,screw,small_parts,0.7803030303030303,0.9354838709677419,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1100,screw,small_parts,0.7883211678832117,0.9701423977951308,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1101,screw,small_parts,0.8392857142857143,1.0,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1102,screw,small_parts,0.7275,0.8307665834982362,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1103,screw,small_parts,0.16633266533066132,0.34334763948497854,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1104,screw,small_parts,0.808641975308642,1.0,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000133.png,1105,plastic_object,small_parts,0.965285157633723,1.0,0.0026595663125590363,376.00115299918934,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000134.png,1107,plastic_object,dynamic_scene;partial_occlusion,0.9104922923918448,0.9655094396540888,0.005689031857140695,175.7768325281623,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000134.png,1108,box,dynamic_scene;partial_occlusion,0.9781123014407093,1.0,0.005689031857140695,175.7768325281623,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000134.png,1109,box,dynamic_scene;partial_occlusion,0.0698051948051948,0.1835564053537285,0.005689031857140695,175.7768325281623,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000134.png,1110,cable,dynamic_scene;partial_occlusion,0.7649769585253456,0.9289456690344786,0.005689031857140695,175.7768325281623,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000134.png,1111,robot_gripper,dynamic_scene;partial_occlusion,0.8076056711276004,0.6792944320312587,0.005689031857140695,175.7768325281623,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000134.png,1112,robot_gripper,dynamic_scene;partial_occlusion,0.9148014440433213,0.9923786954550109,0.005689031857140695,175.7768325281623,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000134.png,1113,robot_gripper,dynamic_scene;partial_occlusion,0.23577184188820507,0.1400569337128914,0.005689031857140695,175.7768325281623,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1116,metal_part,reflective_metal;partial_occlusion,0.7412266666666667,0.42093335707463947,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1117,plastic_object,reflective_metal;partial_occlusion,0.9494505494505494,1.0,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1118,metal_part,reflective_metal;partial_occlusion,0.2501333333333333,0.3498542274052478,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1119,plastic_object,reflective_metal;partial_occlusion,0.9819926873857404,1.0,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1120,connector,reflective_metal;partial_occlusion;small_parts,0.9241793804900601,0.99009900990099,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1121,connector,reflective_metal;partial_occlusion;small_parts,0.9639033343530131,1.0,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1122,tool,reflective_metal;partial_occlusion,0.8719928186714542,0.6426735218508998,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1123,robot_gripper,reflective_metal;partial_occlusion,0.7713270550898617,0.5607682695991348,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1124,robot_gripper,reflective_metal;partial_occlusion,0.7264904732636754,0.766899766899767,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000135.png,1125,robot_gripper,reflective_metal;partial_occlusion,0.7183467741935484,0.7576974564926372,0.004251245399791515,235.22518837633814,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1127,glass_object,transparent_glass,0.5330296127562643,0.3214405297816139,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1128,glass_object,transparent_glass,0.8847499352163773,0.6476777565897531,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1129,glass_object,transparent_glass,0.018429782528566162,0.23835956376934633,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1130,cable,transparent_glass,0.3551654287643484,0.5771625163826999,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1131,glass_object,transparent_glass,0.9213317347597528,0.7792672028596962,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1132,glass_object,transparent_glass,0.9788174617793333,1.0,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1133,glass_object,transparent_glass,0.210589258534464,0.4330497185337974,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1134,glass_object,transparent_glass,0.32800805987334486,0.4012689853246097,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000136.png,1135,glass_object,transparent_glass,0.6777186828109086,0.6941271201402015,0.004694745444592425,213.00409400297426,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1150,plastic_object,small_parts;partial_occlusion,0.9643003693065244,0.9983579638752053,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1151,connector,small_parts;partial_occlusion,0.9527027027027027,1.0,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1152,plastic_object,small_parts;partial_occlusion,0.8892116182572614,0.817514889009204,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1153,cable,small_parts;partial_occlusion,0.5402082549240999,0.7577337913767086,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1154,screw,small_parts;partial_occlusion,0.850909090909091,1.0,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1155,plastic_object,small_parts;partial_occlusion,0.46897374701670647,0.5976331360946746,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1156,screw,small_parts;partial_occlusion,0.901749663526245,1.0,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1157,screw,small_parts;partial_occlusion,0.887378640776699,1.0,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1158,connector,small_parts;partial_occlusion,0.9076048329779673,0.8490340569607648,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1159,connector,small_parts;partial_occlusion,0.8994974874371859,1.0,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1160,robot_gripper,small_parts;partial_occlusion,0.6906792675723568,0.5369126079847767,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1161,robot_gripper,small_parts;partial_occlusion,0.8835390946502057,0.8477174275241586,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000138.png,1162,robot_gripper,small_parts;partial_occlusion,0.00864669213754273,0.2387720295622513,0.003213835230921037,311.1547195633346,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000139.png,1165,plastic_object,dynamic_scene;partial_occlusion,0.9287317620650954,1.0,0.005013115249766997,199.47676248745302,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000139.png,1166,box,dynamic_scene;partial_occlusion,0.9552821997105644,0.9873776455691115,0.005013115249766997,199.47676248745302,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000139.png,1167,plastic_object,dynamic_scene;partial_occlusion,0.9338842975206612,1.0,0.005013115249766997,199.47676248745302,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000139.png,1168,metal_part,dynamic_scene;reflective_metal;partial_occlusion,0.9695443645083933,0.9988700564971752,0.005013115249766997,199.47676248745302,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000139.png,1169,plastic_object,dynamic_scene;partial_occlusion,0.9629813664596273,1.0,0.005013115249766997,199.47676248745302,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000139.png,1170,robot_gripper,dynamic_scene;partial_occlusion,0.7766099185788305,0.7453098648592361,0.005013115249766997,199.47676248745302,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000139.png,1171,robot_gripper,dynamic_scene;partial_occlusion,0.8546184738955823,0.8676088837611768,0.005013115249766997,199.47676248745302,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000139.png,1172,robot_gripper,dynamic_scene;partial_occlusion,0.8493589743589743,0.9044330585876587,0.005013115249766997,199.47676248745302,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000140.png,1175,tool,reflective_metal,0.7659615946973389,0.7393999761677061,0.00645223016666326,154.9851716646285,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000140.png,1176,tool,reflective_metal,0.9509372830363342,1.0,0.00645223016666326,154.9851716646285,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000140.png,1177,metal_part,reflective_metal,0.9445129469790382,1.0,0.00645223016666326,154.9851716646285,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000140.png,1178,metal_part,reflective_metal,0.9517396184062851,1.0,0.00645223016666326,154.9851716646285,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000140.png,1179,tool,reflective_metal,0.8476907109496626,0.6894885731540638,0.00645223016666326,154.9851716646285,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000140.png,1180,tool,reflective_metal,0.5771391761800809,0.624033687728261,0.00645223016666326,154.9851716646285,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1185,plastic_object,partial_occlusion,0.9479535118746841,1.0,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1186,screw,partial_occlusion;small_parts,0.782312925170068,1.0,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1187,box,partial_occlusion,0.956861868573983,0.9672919932962102,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1188,plastic_object,partial_occlusion,0.899251583189407,0.9425287356321839,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1189,connector,partial_occlusion;small_parts,0.9470468431771895,1.0,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1190,plastic_object,partial_occlusion,0.9460769463798849,0.9689302325581396,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1192,cable,partial_occlusion,0.1560884670790611,0.3638868727626124,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1193,robot_gripper,partial_occlusion,0.6133884919142535,0.5115269760228767,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1194,robot_gripper,partial_occlusion,0.2532425118969861,0.33354531210049104,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000142.png,1195,robot_gripper,partial_occlusion,0.712363330529857,0.787430683918669,0.004080068400071468,245.09393028373827,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1198,connector,small_parts;partial_occlusion,0.9179548156956004,0.9725505615216377,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1199,screw,small_parts;partial_occlusion,0.8990610328638498,1.0,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1200,screw,small_parts;partial_occlusion,0.8169934640522876,1.0,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1201,connector,small_parts;partial_occlusion,0.9522455940875497,1.0,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1202,screw,small_parts;partial_occlusion,0.8862876254180602,1.0,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1203,connector,small_parts;partial_occlusion,0.9500831946755408,0.9948173941209815,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1204,screw,small_parts;partial_occlusion,0.8231884057971014,1.0,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1205,connector,small_parts;partial_occlusion,0.9574249807642985,0.9967634479787313,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1206,cable,small_parts;partial_occlusion,0.5815660685154975,0.7518083444245124,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1207,connector,small_parts;partial_occlusion,0.8935037273695421,1.0,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1208,connector,small_parts;partial_occlusion,0.3972995090016367,0.5099009900990099,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1209,connector,small_parts;partial_occlusion,0.9661164205039097,1.0,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1210,connector,small_parts;partial_occlusion,0.5126633986928104,0.7279626386456509,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1211,robot_gripper,small_parts;partial_occlusion,0.9695414099931554,0.9982847341337907,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1212,robot_gripper,small_parts;partial_occlusion,0.7379873073436083,0.6881188118811881,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000143.png,1213,robot_gripper,small_parts;partial_occlusion,0.872887323943662,0.7307077169132347,0.0026609914375512744,375.7997811974286,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1216,metal_part,dynamic_scene;reflective_metal;partial_occlusion,0.9755648975302155,1.0,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1217,connector,dynamic_scene;partial_occlusion;small_parts,0.0009074410163339383,0.09596344249809595,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1218,plastic_object,dynamic_scene;partial_occlusion,0.9276536636184743,0.7282924620620154,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1219,cable,dynamic_scene;partial_occlusion,0.7135395741261551,0.7904306220095694,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1220,plastic_object,dynamic_scene;partial_occlusion,0.9736352357320099,1.0,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1221,box,dynamic_scene;partial_occlusion,0.9757607463597524,1.0,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1222,connector,dynamic_scene;partial_occlusion;small_parts,0.8645640074211502,0.9714285714285714,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1223,robot_gripper,dynamic_scene;partial_occlusion,0.9732434196214923,1.0,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1224,robot_gripper,dynamic_scene;partial_occlusion,0.9329863370201692,1.0,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000144.png,1225,robot_gripper,dynamic_scene;partial_occlusion,0.9237947122861586,1.0,0.004249036599867395,235.34746677192857,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000145.png,1228,connector,reflective_metal;partial_occlusion;small_parts,0.9615267175572519,1.0,0.006851635333684196,145.9505579761043,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000145.png,1229,tool,reflective_metal;partial_occlusion,0.9112444725205306,0.7009174311926605,0.006851635333684196,145.9505579761043,cuda
