image_id,file_name,scene_id,scene_family,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic,num_objects,camera_view,lighting_condition
267,000266.png,pilot_v2_scene_266,transparent_glass,transparent_glass,1,1,1,1,0,12,oblique,randomized
268,000267.png,pilot_v2_scene_267,partial_occlusion,partial_occlusion,1,1,1,1,0,20,oblique,randomized
269,000268.png,pilot_v2_scene_268,small_parts,small_parts,1,0,0,1,0,32,oblique,randomized
270,000269.png,pilot_v2_scene_269,dynamic_scene,dynamic_scene,1,0,1,1,1,18,oblique,randomized
271,000270.png,pilot_v2_scene_270,reflective_metal,reflective_metal,1,0,0,1,0,15,top,randomized
272,000271.png,pilot_v2_scene_271,transparent_glass,transparent_glass,1,1,0,1,0,14,top,randomized
273,000272.png,pilot_v2_scene_272,partial_occlusion,partial_occlusion,1,1,1,1,0,23,front,randomized
274,000273.png,pilot_v2_scene_273,small_parts,small_parts,0,0,0,1,0,28,oblique,randomized
275,000274.png,pilot_v2_scene_274,dynamic_scene,dynamic_scene,1,1,0,1,1,16,oblique,randomized
276,000275.png,pilot_v2_scene_275,reflective_metal,reflective_metal,1,0,0,1,0,18,oblique,randomized
277,000276.png,pilot_v2_scene_276,transparent_glass,transparent_glass,1,1,1,0,0,17,oblique,randomized
278,000277.png,pilot_v2_scene_277,partial_occlusion,partial_occlusion,1,1,1,1,0,17,oblique,randomized
279,000278.png,pilot_v2_scene_278,small_parts,small_parts,1,0,1,1,0,36,front,randomized
280,000279.png,pilot_v2_scene_279,dynamic_scene,dynamic_scene,1,1,0,1,1,23,front,randomized
281,000280.png,pilot_v2_scene_280,reflective_metal,reflective_metal,1,0,0,1,0,14,top,randomized
282,000281.png,pilot_v2_scene_281,transparent_glass,transparent_glass,1,1,1,1,0,21,top,randomized
283,000282.png,pilot_v2_scene_282,partial_occlusion,partial_occlusion,1,1,1,1,0,19,front,randomized
284,000283.png,pilot_v2_scene_283,small_parts,small_parts,0,0,1,1,0,32,oblique,randomized
285,000284.png,pilot_v2_scene_284,dynamic_scene,dynamic_scene,1,1,1,1,1,23,front,randomized
286,000285.png,pilot_v2_scene_285,reflective_metal,reflective_metal,1,0,1,1,0,18,oblique,randomized
287,000286.png,pilot_v2_scene_286,transparent_glass,transparent_glass,1,1,1,1,0,17,top,randomized
288,000287.png,pilot_v2_scene_287,partial_occlusion,partial_occlusion,1,1,1,1,0,18,oblique,randomized
289,000288.png,pilot_v2_scene_288,small_parts,small_parts,1,0,1,1,0,32,oblique,randomized
290,000289.png,pilot_v2_scene_289,dynamic_scene,dynamic_scene,1,0,1,1,1,20,oblique,randomized
291,000290.png,pilot_v2_scene_290,reflective_metal,reflective_metal,1,0,1,1,0,15,front,randomized
292,000291.png,pilot_v2_scene_291,transparent_glass,transparent_glass,1,1,1,1,0,16,oblique,randomized
293,000292.png,pilot_v2_scene_292,partial_occlusion,partial_occlusion,1,1,1,1,0,19,oblique,randomized
294,000293.png,pilot_v2_scene_293,small_parts,small_parts,1,0,1,1,0,37,top,randomized
295,000294.png,pilot_v2_scene_294,dynamic_scene,dynamic_scene,1,1,0,1,1,20,oblique,randomized
296,000295.png,pilot_v2_scene_295,reflective_metal,reflective_metal,1,0,0,1,0,15,oblique,randomized
297,000296.png,pilot_v2_scene_296,transparent_glass,transparent_glass,1,1,0,1,0,13,top,randomized
298,000297.png,pilot_v2_scene_297,partial_occlusion,partial_occlusion,1,1,1,1,0,15,oblique,randomized
299,000298.png,pilot_v2_scene_298,small_parts,small_parts,0,0,0,1,0,36,front,randomized
300,000299.png,pilot_v2_scene_299,dynamic_scene,dynamic_scene,1,1,1,1,1,20,oblique,randomized
301,000300.png,pilot_v2_scene_300,reflective_metal,reflective_metal,1,0,1,1,0,17,oblique,randomized
302,000301.png,pilot_v2_scene_301,transparent_glass,transparent_glass,1,1,1,1,0,14,front,randomized
303,000302.png,pilot_v2_scene_302,partial_occlusion,partial_occlusion,1,1,1,1,0,23,front,randomized
304,000303.png,pilot_v2_scene_303,small_parts,small_parts,1,0,0,1,0,32,oblique,randomized
305,000304.png,pilot_v2_scene_304,dynamic_scene,dynamic_scene,1,1,1,1,1,23,top,randomized
306,000305.png,pilot_v2_scene_305,reflective_metal,reflective_metal,1,0,1,1,0,21,oblique,randomized
307,000306.png,pilot_v2_scene_306,transparent_glass,transparent_glass,0,1,1,1,0,16,oblique,randomized
308,000307.png,pilot_v2_scene_307,partial_occlusion,partial_occlusion,1,1,1,1,0,24,oblique,randomized
309,000308.png,pilot_v2_scene_308,small_parts,small_parts,1,0,0,1,0,31,oblique,randomized
310,000309.png,pilot_v2_scene_309,dynamic_scene,dynamic_scene,1,1,1,1,1,26,top,randomized
311,000310.png,pilot_v2_scene_310,reflective_metal,reflective_metal,1,0,0,1,0,15,oblique,randomized
312,000311.png,pilot_v2_scene_311,transparent_glass,transparent_glass,1,1,0,1,0,14,oblique,randomized
313,000312.png,pilot_v2_scene_312,partial_occlusion,partial_occlusion,1,1,1,1,0,23,front,randomized
314,000313.png,pilot_v2_scene_313,small_parts,small_parts,1,0,0,1,0,30,oblique,randomized
315,000314.png,pilot_v2_scene_314,dynamic_scene,dynamic_scene,1,0,0,1,1,20,oblique,randomized
316,000315.png,pilot_v2_scene_315,reflective_metal,reflective_metal,1,0,1,1,0,18,front,randomized
317,000316.png,pilot_v2_scene_316,transparent_glass,transparent_glass,1,1,1,0,0,14,oblique,randomized
318,000317.png,pilot_v2_scene_317,partial_occlusion,partial_occlusion,1,1,1,1,0,23,oblique,randomized
319,000318.png,pilot_v2_scene_318,small_parts,small_parts,1,0,1,1,0,26,top,randomized
320,000319.png,pilot_v2_scene_319,dynamic_scene,dynamic_scene,1,0,1,1,1,20,oblique,randomized
321,000320.png,pilot_v2_scene_320,reflective_metal,reflective_metal,1,0,0,1,0,19,front,randomized
322,000321.png,pilot_v2_scene_321,transparent_glass,transparent_glass,1,1,1,1,0,15,top,randomized
323,000322.png,pilot_v2_scene_322,partial_occlusion,partial_occlusion,1,1,1,1,0,15,front,randomized
324,000323.png,pilot_v2_scene_323,small_parts,small_parts,1,0,1,1,0,33,front,randomized
325,000324.png,pilot_v2_scene_324,dynamic_scene,dynamic_scene,1,0,1,1,1,18,front,randomized
326,000325.png,pilot_v2_scene_325,reflective_metal,reflective_metal,1,0,0,1,0,15,front,randomized
327,000326.png,pilot_v2_scene_326,transparent_glass,transparent_glass,1,1,0,0,0,13,top,randomized
328,000327.png,pilot_v2_scene_327,partial_occlusion,partial_occlusion,1,1,1,1,0,21,top,randomized
329,000328.png,pilot_v2_scene_328,small_parts,small_parts,1,0,0,1,0,25,oblique,randomized
330,000329.png,pilot_v2_scene_329,dynamic_scene,dynamic_scene,1,1,1,1,1,20,top,randomized
331,000330.png,pilot_v2_scene_330,reflective_metal,reflective_metal,1,0,1,1,0,21,front,randomized
332,000331.png,pilot_v2_scene_331,transparent_glass,transparent_glass,1,1,0,1,0,17,oblique,randomized
333,000332.png,pilot_v2_scene_332,partial_occlusion,partial_occlusion,1,0,1,1,0,15,front,randomized
334,000333.png,pilot_v2_scene_333,small_parts,small_parts,1,0,0,1,0,33,top,randomized
335,000334.png,pilot_v2_scene_334,dynamic_scene,dynamic_scene,0,0,0,1,1,16,oblique,randomized
336,000335.png,pilot_v2_scene_335,reflective_metal,reflective_metal,1,0,0,1,0,17,oblique,randomized
337,000336.png,pilot_v2_scene_336,transparent_glass,transparent_glass,1,1,1,1,0,22,oblique,randomized
338,000337.png,pilot_v2_scene_337,partial_occlusion,partial_occlusion,1,1,1,1,0,19,oblique,randomized
339,000338.png,pilot_v2_scene_338,small_parts,small_parts,1,0,1,1,0,38,front,randomized
340,000339.png,pilot_v2_scene_339,dynamic_scene,dynamic_scene,1,1,1,1,1,22,front,randomized
341,000340.png,pilot_v2_scene_340,reflective_metal,reflective_metal,1,0,0,1,0,16,oblique,randomized
342,000341.png,pilot_v2_scene_341,transparent_glass,transparent_glass,1,1,1,1,0,18,oblique,randomized
343,000342.png,pilot_v2_scene_342,partial_occlusion,partial_occlusion,1,1,1,1,0,20,top,randomized
344,000343.png,pilot_v2_scene_343,small_parts,small_parts,1,0,1,1,0,41,oblique,randomized
345,000344.png,pilot_v2_scene_344,dynamic_scene,dynamic_scene,1,0,1,1,1,18,oblique,randomized
346,000345.png,pilot_v2_scene_345,reflective_metal,reflective_metal,1,0,1,1,0,22,oblique,randomized
347,000346.png,pilot_v2_scene_346,transparent_glass,transparent_glass,1,1,1,1,0,16,oblique,randomized
348,000347.png,pilot_v2_scene_347,partial_occlusion,partial_occlusion,1,1,1,1,0,20,oblique,randomized
349,000348.png,pilot_v2_scene_348,small_parts,small_parts,1,0,1,1,0,37,oblique,randomized
350,000349.png,pilot_v2_scene_349,dynamic_scene,dynamic_scene,0,1,1,1,1,22,front,randomized
351,000350.png,pilot_v2_scene_350,reflective_metal,reflective_metal,1,0,1,1,0,20,oblique,randomized
352,000351.png,pilot_v2_scene_351,transparent_glass,transparent_glass,0,1,1,1,0,16,front,randomized
353,000352.png,pilot_v2_scene_352,partial_occlusion,partial_occlusion,1,1,1,1,0,18,top,randomized
354,000353.png,pilot_v2_scene_353,small_parts,small_parts,1,0,1,1,0,36,top,randomized
355,000354.png,pilot_v2_scene_354,dynamic_scene,dynamic_scene,1,1,0,0,1,18,oblique,randomized
356,000355.png,pilot_v2_scene_355,reflective_metal,reflective_metal,1,0,1,1,0,22,oblique,randomized
357,000356.png,pilot_v2_scene_356,transparent_glass,transparent_glass,1,1,1,1,0,17,oblique,randomized
358,000357.png,pilot_v2_scene_357,partial_occlusion,partial_occlusion,1,1,1,1,0,20,oblique,randomized
359,000358.png,pilot_v2_scene_358,small_parts,small_parts,1,0,1,1,0,38,oblique,randomized
360,000359.png,pilot_v2_scene_359,dynamic_scene,dynamic_scene,1,1,0,1,1,19,oblique,randomized
361,000360.png,pilot_v2_scene_360,reflective_metal,reflective_metal,1,0,0,1,0,12,oblique,randomized
362,000361.png,pilot_v2_scene_361,transparent_glass,transparent_glass,1,1,1,1,0,13,oblique,randomized
363,000362.png,pilot_v2_scene_362,partial_occlusion,partial_occlusion,1,1,1,1,0,25,oblique,randomized
364,000363.png,pilot_v2_scene_363,small_parts,small_parts,1,0,0,1,0,34,front,randomized
365,000364.png,pilot_v2_scene_364,dynamic_scene,dynamic_scene,1,0,0,1,1,24,oblique,randomized
366,000365.png,pilot_v2_scene_365,reflective_metal,reflective_metal,1,0,1,1,0,24,top,randomized
367,000366.png,pilot_v2_scene_366,transparent_glass,transparent_glass,1,1,0,0,0,14,top,randomized
368,000367.png,pilot_v2_scene_367,partial_occlusion,partial_occlusion,1,1,1,1,0,17,oblique,randomized
369,000368.png,pilot_v2_scene_368,small_parts,small_parts,1,0,0,1,0,34,oblique,randomized
370,000369.png,pilot_v2_scene_369,dynamic_scene,dynamic_scene,0,1,0,1,1,14,front,randomized
371,000370.png,pilot_v2_scene_370,reflective_metal,reflective_metal,1,0,0,1,0,18,oblique,randomized
372,000371.png,pilot_v2_scene_371,transparent_glass,transparent_glass,1,1,0,1,0,18,oblique,randomized
373,000372.png,pilot_v2_scene_372,partial_occlusion,partial_occlusion,1,1,1,1,0,21,oblique,randomized
374,000373.png,pilot_v2_scene_373,small_parts,small_parts,1,0,1,1,0,32,oblique,randomized
375,000374.png,pilot_v2_scene_374,dynamic_scene,dynamic_scene,1,1,0,1,1,22,oblique,randomized
376,000375.png,pilot_v2_scene_375,reflective_metal,reflective_metal,1,0,1,1,0,18,top,randomized
377,000376.png,pilot_v2_scene_376,transparent_glass,transparent_glass,1,1,1,1,0,20,front,randomized
378,000377.png,pilot_v2_scene_377,partial_occlusion,partial_occlusion,1,1,1,1,0,18,top,randomized
379,000378.png,pilot_v2_scene_378,small_parts,small_parts,0,0,1,1,0,31,top,randomized
380,000379.png,pilot_v2_scene_379,dynamic_scene,dynamic_scene,1,1,1,1,1,22,oblique,randomized
381,000380.png,pilot_v2_scene_380,reflective_metal,reflective_metal,1,0,1,1,0,21,front,randomized
382,000381.png,pilot_v2_scene_381,transparent_glass,transparent_glass,1,1,0,1,0,14,top,randomized
383,000382.png,pilot_v2_scene_382,partial_occlusion,partial_occlusion,1,0,1,1,0,20,oblique,randomized
384,000383.png,pilot_v2_scene_383,small_parts,small_parts,0,0,0,1,0,29,front,randomized
385,000384.png,pilot_v2_scene_384,dynamic_scene,dynamic_scene,0,1,1,1,1,18,oblique,randomized
386,000385.png,pilot_v2_scene_385,reflective_metal,reflective_metal,1,0,0,1,0,13,oblique,randomized
387,000386.png,pilot_v2_scene_386,transparent_glass,transparent_glass,1,1,1,1,0,20,top,randomized
388,000387.png,pilot_v2_scene_387,partial_occlusion,partial_occlusion,1,1,1,1,0,25,top,randomized
389,000388.png,pilot_v2_scene_388,small_parts,small_parts,1,0,0,1,0,37,top,randomized
390,000389.png,pilot_v2_scene_389,dynamic_scene,dynamic_scene,1,1,1,1,1,16,front,randomized
391,000390.png,pilot_v2_scene_390,reflective_metal,reflective_metal,1,0,0,1,0,20,front,randomized
392,000391.png,pilot_v2_scene_391,transparent_glass,transparent_glass,1,1,1,1,0,18,front,randomized
393,000392.png,pilot_v2_scene_392,partial_occlusion,partial_occlusion,1,0,1,1,0,16,front,randomized
394,000393.png,pilot_v2_scene_393,small_parts,small_parts,1,0,0,1,0,32,front,randomized
395,000394.png,pilot_v2_scene_394,dynamic_scene,dynamic_scene,1,1,1,1,1,17,front,randomized
396,000395.png,pilot_v2_scene_395,reflective_metal,reflective_metal,1,0,0,1,0,20,top,randomized
397,000396.png,pilot_v2_scene_396,transparent_glass,transparent_glass,1,1,0,1,0,12,oblique,randomized
398,000397.png,pilot_v2_scene_397,partial_occlusion,partial_occlusion,1,1,1,1,0,18,top,randomized
399,000398.png,pilot_v2_scene_398,small_parts,small_parts,0,0,1,1,0,32,top,randomized
400,000399.png,pilot_v2_scene_399,dynamic_scene,dynamic_scene,1,1,1,0,1,17,top,randomized
401,000400.png,pilot_v2_scene_400,reflective_metal,reflective_metal,1,0,1,1,0,20,front,randomized
402,000401.png,pilot_v2_scene_401,transparent_glass,transparent_glass,1,1,1,1,0,20,oblique,randomized
403,000402.png,pilot_v2_scene_402,partial_occlusion,partial_occlusion,1,1,1,1,0,21,top,randomized
404,000403.png,pilot_v2_scene_403,small_parts,small_parts,1,0,0,1,0,27,oblique,randomized
405,000404.png,pilot_v2_scene_404,dynamic_scene,dynamic_scene,1,1,1,1,1,22,front,randomized
406,000405.png,pilot_v2_scene_405,reflective_metal,reflective_metal,1,0,1,1,0,23,oblique,randomized
407,000406.png,pilot_v2_scene_406,transparent_glass,transparent_glass,1,1,1,1,0,13,oblique,randomized
408,000407.png,pilot_v2_scene_407,partial_occlusion,partial_occlusion,1,1,1,1,0,25,oblique,randomized
409,000408.png,pilot_v2_scene_408,small_parts,small_parts,1,0,1,1,0,34,top,randomized
410,000409.png,pilot_v2_scene_409,dynamic_scene,dynamic_scene,0,1,0,1,1,15,top,randomized
411,000410.png,pilot_v2_scene_410,reflective_metal,reflective_metal,1,0,1,1,0,22,oblique,randomized
412,000411.png,pilot_v2_scene_411,transparent_glass,transparent_glass,0,1,1,1,0,14,top,randomized
413,000412.png,pilot_v2_scene_412,partial_occlusion,partial_occlusion,1,0,1,1,0,17,oblique,randomized
414,000413.png,pilot_v2_scene_413,small_parts,small_parts,0,0,1,1,0,28,top,randomized
415,000414.png,pilot_v2_scene_414,dynamic_scene,dynamic_scene,1,1,1,1,1,27,top,randomized
416,000415.png,pilot_v2_scene_415,reflective_metal,reflective_metal,1,0,1,1,0,22,oblique,randomized
417,000416.png,pilot_v2_scene_416,transparent_glass,transparent_glass,1,1,1,1,0,20,oblique,randomized
418,000417.png,pilot_v2_scene_417,partial_occlusion,partial_occlusion,1,1,1,1,0,24,front,randomized
419,000418.png,pilot_v2_scene_418,small_parts,small_parts,1,0,1,1,0,31,top,randomized
420,000419.png,pilot_v2_scene_419,dynamic_scene,dynamic_scene,0,1,0,1,1,17,oblique,randomized
421,000420.png,pilot_v2_scene_420,reflective_metal,reflective_metal,1,0,0,1,0,10,oblique,randomized
422,000421.png,pilot_v2_scene_421,transparent_glass,transparent_glass,1,1,1,0,0,15,top,randomized
423,000422.png,pilot_v2_scene_422,partial_occlusion,partial_occlusion,1,1,1,1,0,18,top,randomized
424,000423.png,pilot_v2_scene_423,small_parts,small_parts,0,0,1,1,0,33,oblique,randomized
425,000424.png,pilot_v2_scene_424,dynamic_scene,dynamic_scene,1,1,1,1,1,24,oblique,randomized
426,000425.png,pilot_v2_scene_425,reflective_metal,reflective_metal,1,0,0,1,0,16,top,randomized
427,000426.png,pilot_v2_scene_426,transparent_glass,transparent_glass,1,1,1,1,0,17,front,randomized
428,000427.png,pilot_v2_scene_427,partial_occlusion,partial_occlusion,1,1,1,1,0,17,top,randomized
429,000428.png,pilot_v2_scene_428,small_parts,small_parts,1,0,1,1,0,41,front,randomized
430,000429.png,pilot_v2_scene_429,dynamic_scene,dynamic_scene,1,1,0,1,1,21,front,randomized
431,000430.png,pilot_v2_scene_430,reflective_metal,reflective_metal,1,0,1,1,0,19,top,randomized
432,000431.png,pilot_v2_scene_431,transparent_glass,transparent_glass,1,1,1,1,0,16,oblique,randomized
433,000432.png,pilot_v2_scene_432,partial_occlusion,partial_occlusion,1,0,1,1,0,15,oblique,randomized
434,000433.png,pilot_v2_scene_433,small_parts,small_parts,0,0,1,1,0,43,front,randomized
435,000434.png,pilot_v2_scene_434,dynamic_scene,dynamic_scene,1,1,1,1,1,17,top,randomized
436,000435.png,pilot_v2_scene_435,reflective_metal,reflective_metal,1,0,0,1,0,21,front,randomized
437,000436.png,pilot_v2_scene_436,transparent_glass,transparent_glass,1,1,1,1,0,19,oblique,randomized
438,000437.png,pilot_v2_scene_437,partial_occlusion,partial_occlusion,1,1,1,1,0,24,oblique,randomized
439,000438.png,pilot_v2_scene_438,small_parts,small_parts,1,0,1,1,0,45,top,randomized
440,000439.png,pilot_v2_scene_439,dynamic_scene,dynamic_scene,1,1,1,1,1,26,oblique,randomized
441,000440.png,pilot_v2_scene_440,reflective_metal,reflective_metal,1,0,1,1,0,15,front,randomized
442,000441.png,pilot_v2_scene_441,transparent_glass,transparent_glass,1,1,0,1,0,15,oblique,randomized
443,000442.png,pilot_v2_scene_442,partial_occlusion,partial_occlusion,1,0,1,1,0,18,top,randomized
444,000443.png,pilot_v2_scene_443,small_parts,small_parts,1,0,0,1,0,37,top,randomized
445,000444.png,pilot_v2_scene_444,dynamic_scene,dynamic_scene,0,1,1,1,1,20,oblique,randomized
446,000445.png,pilot_v2_scene_445,reflective_metal,reflective_metal,1,0,1,1,0,19,oblique,randomized
447,000446.png,pilot_v2_scene_446,transparent_glass,transparent_glass,1,1,1,1,0,19,front,randomized
448,000447.png,pilot_v2_scene_447,partial_occlusion,partial_occlusion,1,1,1,1,0,16,front,randomized
449,000448.png,pilot_v2_scene_448,small_parts,small_parts,0,0,0,1,0,28,top,randomized
450,000449.png,pilot_v2_scene_449,dynamic_scene,dynamic_scene,1,1,1,1,1,19,oblique,randomized
451,000450.png,pilot_v2_scene_450,reflective_metal,reflective_metal,1,0,1,1,0,20,oblique,randomized
452,000451.png,pilot_v2_scene_451,transparent_glass,transparent_glass,1,1,0,1,0,17,oblique,randomized
453,000452.png,pilot_v2_scene_452,partial_occlusion,partial_occlusion,1,1,1,1,0,23,front,randomized
454,000453.png,pilot_v2_scene_453,small_parts,small_parts,1,0,1,1,0,34,top,randomized
455,000454.png,pilot_v2_scene_454,dynamic_scene,dynamic_scene,1,1,0,1,1,20,front,randomized
456,000455.png,pilot_v2_scene_455,reflective_metal,reflective_metal,1,0,1,1,0,15,oblique,randomized
457,000456.png,pilot_v2_scene_456,transparent_glass,transparent_glass,1,1,1,1,0,15,front,randomized
458,000457.png,pilot_v2_scene_457,partial_occlusion,partial_occlusion,1,1,1,1,0,18,front,randomized
459,000458.png,pilot_v2_scene_458,small_parts,small_parts,0,0,1,1,0,36,oblique,randomized
460,000459.png,pilot_v2_scene_459,dynamic_scene,dynamic_scene,1,1,1,1,1,16,front,randomized
461,000460.png,pilot_v2_scene_460,reflective_metal,reflective_metal,1,0,0,1,0,14,front,randomized
462,000461.png,pilot_v2_scene_461,transparent_glass,transparent_glass,1,1,1,1,0,21,top,randomized
463,000462.png,pilot_v2_scene_462,partial_occlusion,partial_occlusion,1,1,1,1,0,25,front,randomized
464,000463.png,pilot_v2_scene_463,small_parts,small_parts,1,0,1,1,0,35,oblique,randomized
465,000464.png,pilot_v2_scene_464,dynamic_scene,dynamic_scene,1,0,1,1,1,19,top,randomized
466,000465.png,pilot_v2_scene_465,reflective_metal,reflective_metal,1,0,1,1,0,24,oblique,randomized
467,000466.png,pilot_v2_scene_466,transparent_glass,transparent_glass,1,1,0,1,0,18,oblique,randomized
468,000467.png,pilot_v2_scene_467,partial_occlusion,partial_occlusion,1,1,1,1,0,19,oblique,randomized
469,000468.png,pilot_v2_scene_468,small_parts,small_parts,1,0,1,1,0,37,top,randomized
470,000469.png,pilot_v2_scene_469,dynamic_scene,dynamic_scene,1,1,1,1,1,20,oblique,randomized
471,000470.png,pilot_v2_scene_470,reflective_metal,reflective_metal,1,0,0,1,0,16,oblique,randomized
472,000471.png,pilot_v2_scene_471,transparent_glass,transparent_glass,1,1,1,1,0,20,front,randomized
473,000472.png,pilot_v2_scene_472,partial_occlusion,partial_occlusion,1,1,1,1,0,23,top,randomized
474,000473.png,pilot_v2_scene_473,small_parts,small_parts,0,0,1,1,0,33,front,randomized
475,000474.png,pilot_v2_scene_474,dynamic_scene,dynamic_scene,1,1,1,1,1,17,top,randomized
476,000475.png,pilot_v2_scene_475,reflective_metal,reflective_metal,1,0,0,1,0,17,oblique,randomized
477,000476.png,pilot_v2_scene_476,transparent_glass,transparent_glass,1,1,0,1,0,14,oblique,randomized
478,000477.png,pilot_v2_scene_477,partial_occlusion,partial_occlusion,1,1,1,1,0,21,oblique,randomized
479,000478.png,pilot_v2_scene_478,small_parts,small_parts,1,0,1,1,0,30,front,randomized
480,000479.png,pilot_v2_scene_479,dynamic_scene,dynamic_scene,1,1,1,0,1,25,front,randomized
481,000480.png,pilot_v2_scene_480,reflective_metal,reflective_metal,1,0,1,1,0,17,front,randomized
482,000481.png,pilot_v2_scene_481,transparent_glass,transparent_glass,1,1,1,1,0,14,top,randomized
483,000482.png,pilot_v2_scene_482,partial_occlusion,partial_occlusion,1,1,1,1,0,20,oblique,randomized
484,000483.png,pilot_v2_scene_483,small_parts,small_parts,1,0,1,1,0,42,oblique,randomized
485,000484.png,pilot_v2_scene_484,dynamic_scene,dynamic_scene,1,1,0,0,1,16,top,randomized
486,000485.png,pilot_v2_scene_485,reflective_metal,reflective_metal,1,0,0,1,0,11,front,randomized
487,000486.png,pilot_v2_scene_486,transparent_glass,transparent_glass,1,1,0,0,0,16,top,randomized
488,000487.png,pilot_v2_scene_487,partial_occlusion,partial_occlusion,1,1,1,1,0,25,oblique,randomized
489,000488.png,pilot_v2_scene_488,small_parts,small_parts,1,0,0,1,0,39,top,randomized
490,000489.png,pilot_v2_scene_489,dynamic_scene,dynamic_scene,1,1,0,1,1,21,front,randomized
491,000490.png,pilot_v2_scene_490,reflective_metal,reflective_metal,1,0,0,1,0,14,front,randomized
492,000491.png,pilot_v2_scene_491,transparent_glass,transparent_glass,1,1,0,1,0,15,top,randomized
493,000492.png,pilot_v2_scene_492,partial_occlusion,partial_occlusion,1,1,1,1,0,15,oblique,randomized
494,000493.png,pilot_v2_scene_493,small_parts,small_parts,1,0,1,1,0,37,oblique,randomized
495,000494.png,pilot_v2_scene_494,dynamic_scene,dynamic_scene,1,1,1,1,1,23,front,randomized
496,000495.png,pilot_v2_scene_495,reflective_metal,reflective_metal,1,0,0,1,0,17,front,randomized
497,000496.png,pilot_v2_scene_496,transparent_glass,transparent_glass,1,1,1,1,0,18,front,randomized
498,000497.png,pilot_v2_scene_497,partial_occlusion,partial_occlusion,1,1,1,1,0,21,front,randomized
499,000498.png,pilot_v2_scene_498,small_parts,small_parts,1,0,1,1,0,43,front,randomized
500,000499.png,pilot_v2_scene_499,dynamic_scene,dynamic_scene,1,1,1,1,1,24,oblique,randomized
