image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id,category_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y,area_ratio,bbox_area_ratio,bbox_width_ratio,bbox_height_ratio
278,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-32-56.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-32-56.png,result_2018-08-24-17-32-56.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,5,1281,244,369,296,406,266,385,0.004170,0.006556,0.082812,0.079167
278,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-32-56.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-32-56.png,result_2018-08-24-17-32-56.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,6,1067,253,317,296,349,274,333,0.003473,0.004727,0.068750,0.068750
278,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-32-56.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-32-56.png,result_2018-08-24-17-32-56.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,7,919,307,309,344,343,324,325,0.002992,0.004329,0.059375,0.072917
278,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-32-56.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-32-56.png,result_2018-08-24-17-32-56.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,8,838,278,283,313,313,295,298,0.002728,0.003633,0.056250,0.064583
278,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-32-56.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-32-56.png,result_2018-08-24-17-32-56.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,9,639,243,400,271,429,257,415,0.002080,0.002832,0.045312,0.062500
278,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-32-56.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-32-56.png,result_2018-08-24-17-32-56.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,10,1061,216,336,254,373,236,354,0.003454,0.004824,0.060937,0.079167
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,2,1342,283,341,353,413,321,365,0.004368,0.016872,0.110937,0.152083
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,3,926,290,358,325,394,306,375,0.003014,0.004336,0.056250,0.077083
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,4,2070,278,346,354,432,319,394,0.006738,0.021807,0.120313,0.181250
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,5,1285,244,369,297,408,266,385,0.004183,0.007031,0.084375,0.083333
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,6,1068,253,317,297,349,274,333,0.003477,0.004834,0.070312,0.068750
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,7,911,307,309,343,343,324,325,0.002965,0.004215,0.057813,0.072917
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,8,847,278,283,314,313,295,298,0.002757,0.003734,0.057813,0.064583
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,9,632,243,401,271,429,257,415,0.002057,0.002738,0.045312,0.060417
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,10,751,216,339,254,373,237,358,0.002445,0.004443,0.060937,0.072917
279,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/rgb/result_2018-08-24-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq07/label/result_2018-08-24-17-33-29.png,result_2018-08-24-17-33-29.png,ARID10/floor/top/fruits/seq07,ARID10,floor,top,fruits,seq07,fruits,11,525,217,329,243,354,229,341,0.001709,0.002285,0.042188,0.054167
280,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-31-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-31-45.png,result_2018-08-23-17-31-45.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1535,399,243,457,310,434,270,0.004997,0.013060,0.092188,0.141667
281,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-32-07.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-32-07.png,result_2018-08-23-17-32-07.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1583,397,243,458,311,434,271,0.005153,0.013926,0.096875,0.143750
281,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-32-07.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-32-07.png,result_2018-08-23-17-32-07.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,3,782,433,230,465,262,450,244,0.002546,0.003545,0.051562,0.068750
282,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-32-27.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-32-27.png,result_2018-08-23-17-32-27.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1560,397,243,458,310,434,270,0.005078,0.013724,0.096875,0.141667
282,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-32-27.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-32-27.png,result_2018-08-23-17-32-27.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,3,774,434,230,466,263,450,245,0.002520,0.003652,0.051562,0.070833
282,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-32-27.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-32-27.png,result_2018-08-23-17-32-27.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,4,862,384,260,421,290,401,274,0.002806,0.003835,0.059375,0.064583
283,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-00.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-00.png,result_2018-08-23-17-33-00.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1600,397,244,458,311,434,270,0.005208,0.013724,0.096875,0.141667
283,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-00.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-00.png,result_2018-08-23-17-33-00.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,3,783,431,231,466,263,450,245,0.002549,0.003867,0.056250,0.068750
283,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-00.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-00.png,result_2018-08-23-17-33-00.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,4,873,383,260,421,290,401,274,0.002842,0.003936,0.060937,0.064583
283,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-00.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-00.png,result_2018-08-23-17-33-00.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,5,1390,364,220,395,297,375,256,0.004525,0.008125,0.050000,0.162500
284,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-29.png,result_2018-08-23-17-33-29.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1603,398,243,459,311,434,270,0.005218,0.013926,0.096875,0.143750
284,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-29.png,result_2018-08-23-17-33-29.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,3,783,434,230,466,263,450,245,0.002549,0.003652,0.051562,0.070833
284,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-29.png,result_2018-08-23-17-33-29.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,4,880,383,260,421,290,401,274,0.002865,0.003936,0.060937,0.064583
284,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-29.png,result_2018-08-23-17-33-29.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,5,1351,363,219,395,297,376,256,0.004398,0.008486,0.051562,0.164583
284,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-29.png,result_2018-08-23-17-33-29.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,6,887,332,254,366,286,349,269,0.002887,0.003760,0.054688,0.068750
285,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-53.png,result_2018-08-23-17-33-53.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1536,397,244,461,310,434,270,0.005000,0.014176,0.101562,0.139583
285,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-53.png,result_2018-08-23-17-33-53.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,3,775,431,230,465,261,449,245,0.002523,0.003646,0.054688,0.066667
285,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-53.png,result_2018-08-23-17-33-53.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,4,872,383,260,421,290,401,274,0.002839,0.003936,0.060937,0.064583
285,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-53.png,result_2018-08-23-17-33-53.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,5,1348,364,219,395,297,376,255,0.004388,0.008229,0.050000,0.164583
285,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-53.png,result_2018-08-23-17-33-53.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,6,894,332,254,367,285,349,269,0.002910,0.003750,0.056250,0.066667
285,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-33-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-33-53.png,result_2018-08-23-17-33-53.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,7,1190,455,260,496,298,475,279,0.003874,0.005332,0.065625,0.081250
286,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-18.png,result_2018-08-23-17-34-18.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1535,397,243,460,310,434,270,0.004997,0.014167,0.100000,0.141667
286,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-18.png,result_2018-08-23-17-34-18.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,3,783,430,230,465,262,449,245,0.002549,0.003867,0.056250,0.068750
286,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-18.png,result_2018-08-23-17-34-18.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,4,867,384,260,421,290,401,274,0.002822,0.003835,0.059375,0.064583
286,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-18.png,result_2018-08-23-17-34-18.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,5,1350,363,219,395,297,376,256,0.004395,0.008486,0.051562,0.164583
286,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-18.png,result_2018-08-23-17-34-18.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,6,860,332,254,366,285,349,269,0.002799,0.003646,0.054688,0.066667
286,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-18.png,result_2018-08-23-17-34-18.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,7,1192,454,260,496,299,475,279,0.003880,0.005599,0.067187,0.083333
286,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-18.png,result_2018-08-23-17-34-18.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,8,1553,304,277,351,319,328,298,0.005055,0.006719,0.075000,0.089583
287,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-46.png,result_2018-08-23-17-34-46.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1514,399,244,461,310,434,270,0.004928,0.013740,0.098437,0.139583
287,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-46.png,result_2018-08-23-17-34-46.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,3,776,430,230,465,263,449,245,0.002526,0.003984,0.056250,0.070833
287,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-46.png,result_2018-08-23-17-34-46.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,4,865,384,259,421,290,401,274,0.002816,0.003958,0.059375,0.066667
287,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-46.png,result_2018-08-23-17-34-46.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,5,1357,363,219,394,297,376,256,0.004417,0.008229,0.050000,0.164583
287,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-46.png,result_2018-08-23-17-34-46.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,6,863,333,254,366,285,349,269,0.002809,0.003542,0.053125,0.066667
287,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-46.png,result_2018-08-23-17-34-46.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,7,1174,454,260,496,298,475,279,0.003822,0.005459,0.067187,0.081250
287,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-46.png,result_2018-08-23-17-34-46.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,8,1556,305,277,351,320,328,298,0.005065,0.006732,0.073438,0.091667
287,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-34-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-34-46.png,result_2018-08-23-17-34-46.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,9,981,483,289,519,325,501,307,0.003193,0.004456,0.057813,0.077083
288,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-35-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-35-15.png,result_2018-08-23-17-35-15.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,2,1539,397,244,459,310,434,270,0.005010,0.013740,0.098437,0.139583
288,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-35-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-35-15.png,result_2018-08-23-17-35-15.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,3,778,433,230,465,265,449,245,0.002533,0.003867,0.051562,0.075000
288,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-35-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-35-15.png,result_2018-08-23-17-35-15.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,4,876,384,258,421,290,401,274,0.002852,0.004082,0.059375,0.068750
288,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-35-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-35-15.png,result_2018-08-23-17-35-15.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,5,1355,363,219,395,297,376,255,0.004411,0.008486,0.051562,0.164583
288,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-35-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-35-15.png,result_2018-08-23-17-35-15.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,6,869,333,254,367,285,349,269,0.002829,0.003646,0.054688,0.066667
288,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-35-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-35-15.png,result_2018-08-23-17-35-15.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,7,1180,455,260,496,298,475,279,0.003841,0.005332,0.065625,0.081250
288,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-35-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-35-15.png,result_2018-08-23-17-35-15.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,8,1565,305,277,351,320,328,298,0.005094,0.006732,0.073438,0.091667
288,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/rgb/result_2018-08-23-17-35-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/fruits/seq37/label/result_2018-08-23-17-35-15.png,result_2018-08-23-17-35-15.png,ARID10/floor/top/fruits/seq37,ARID10,floor,top,fruits,seq37,fruits,9,980,483,289,519,325,501,307,0.003190,0.004456,0.057813,0.077083
