image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id,category_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y
349,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-14-28.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-14-28.png,result_2018-08-27-16-14-28.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09,non-fruits,7,2296,286,231,376,302,324,259
349,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-14-28.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-14-28.png,result_2018-08-27-16-14-28.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09,non-fruits,8,1297,311,256,350,308,331,278
349,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-14-28.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-14-28.png,result_2018-08-27-16-14-28.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09,non-fruits,9,2410,261,275,340,341,307,306
349,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-14-28.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-14-28.png,result_2018-08-27-16-14-28.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09,non-fruits,10,1561,246,252,293,297,269,274
349,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-14-28.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-14-28.png,result_2018-08-27-16-14-28.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09,non-fruits,11,7669,346,212,473,315,408,260
350,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-10.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-10.png,result_2018-08-27-16-18-10.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,254640,2,11,607,471,302,237
350,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-10.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-10.png,result_2018-08-27-16-18-10.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,20358,222,182,433,397,325,289
351,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-29.png,result_2018-08-27-16-18-29.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,252864,2,11,607,471,302,237
351,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-29.png,result_2018-08-27-16-18-29.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,20320,222,182,433,397,325,289
351,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-29.png,result_2018-08-27-16-18-29.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1811,297,174,337,234,317,201
352,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-48.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-48.png,result_2018-08-27-16-18-48.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,246070,2,11,607,471,305,234
352,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-48.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-48.png,result_2018-08-27-16-18-48.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,20291,222,182,433,397,326,289
352,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-48.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-48.png,result_2018-08-27-16-18-48.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1815,298,174,337,233,317,201
352,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-48.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-48.png,result_2018-08-27-16-18-48.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,4,6818,132,270,246,381,188,325
353,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-14.png,result_2018-08-27-16-19-14.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,244794,2,11,607,471,305,234
353,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-14.png,result_2018-08-27-16-19-14.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,20026,223,182,433,397,327,288
353,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-14.png,result_2018-08-27-16-19-14.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1810,298,174,337,233,317,201
353,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-14.png,result_2018-08-27-16-19-14.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,4,6797,133,270,245,381,188,325
353,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-14.png,result_2018-08-27-16-19-14.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,5,1556,218,355,264,404,239,380
354,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-41.png,result_2018-08-27-16-19-41.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,244838,2,11,607,471,305,234
354,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-41.png,result_2018-08-27-16-19-41.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,17806,222,182,433,397,334,286
354,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-41.png,result_2018-08-27-16-19-41.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1816,297,174,337,234,317,201
354,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-41.png,result_2018-08-27-16-19-41.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,4,6776,133,270,242,381,188,325
354,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-41.png,result_2018-08-27-16-19-41.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,5,1546,218,356,264,404,239,380
354,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-41.png,result_2018-08-27-16-19-41.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,6,2179,239,269,305,337,272,302
355,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-58.png,result_2018-08-27-16-19-58.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,244838,2,11,607,471,305,234
355,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-58.png,result_2018-08-27-16-19-58.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,15613,222,182,433,397,336,282
355,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-58.png,result_2018-08-27-16-19-58.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1815,297,174,337,234,317,201
355,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-58.png,result_2018-08-27-16-19-58.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,4,6816,133,271,242,381,188,325
355,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-58.png,result_2018-08-27-16-19-58.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,5,1547,218,356,264,404,239,380
355,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-58.png,result_2018-08-27-16-19-58.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,6,2202,238,269,305,337,272,302
355,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-58.png,result_2018-08-27-16-19-58.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,7,2155,286,283,348,341,316,311
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,244886,2,11,607,471,305,234
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,14261,222,182,433,397,337,285
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1809,297,174,337,233,317,201
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,4,6791,133,270,241,381,188,325
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,5,1544,218,355,264,404,238,380
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,6,2201,238,269,305,337,271,302
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,7,2108,286,283,347,341,316,311
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,8,1359,302,234,350,282,326,257
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,244652,2,11,607,471,305,234
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,13365,222,182,433,397,335,290
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1817,298,174,337,233,317,201
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,4,6805,133,270,242,381,188,325
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,5,1552,218,356,265,405,239,380
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,6,2185,238,269,305,336,272,302
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,7,2135,286,283,347,342,316,311
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,8,1336,302,235,350,281,326,257
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,9,1038,345,175,399,231,371,203
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,243904,2,11,607,471,305,233
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,13405,222,182,433,398,335,290
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1812,297,174,337,233,317,201
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,4,6801,133,270,241,381,188,325
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,5,1554,218,356,264,404,239,380
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,6,2206,238,268,306,336,272,302
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,7,2129,286,283,347,341,316,311
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,8,1350,302,236,351,282,326,257
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,9,1018,345,175,399,231,371,203
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,10,759,273,372,345,413,309,391
359,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-21-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-21-11.png,result_2018-08-27-16-21-11.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,1,243346,2,11,607,471,305,233
359,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-21-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-21-11.png,result_2018-08-27-16-21-11.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,2,13373,221,182,432,398,335,290
359,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-21-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-21-11.png,result_2018-08-27-16-21-11.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,3,1267,299,185,337,234,318,209
359,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-21-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-21-11.png,result_2018-08-27-16-21-11.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10,non-fruits,4,6832,133,270,242,381,188,325
