image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id,category_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y,area_ratio,bbox_area_ratio,bbox_width_ratio,bbox_height_ratio,binary_mask_path
466,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-13.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-13.png,result_2018-08-23-13-35-13.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,7,1686,320,128,365,183,341,156,0.005488,0.008385,0.071875,0.116667,outputs/ocid_full/gt_binary_masks/02444_result_2018-08-23-13-35-13_obj7.png
466,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-13.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-13.png,result_2018-08-23-13-35-13.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,8,2032,414,174,464,225,439,199,0.006615,0.008633,0.079687,0.108333,outputs/ocid_full/gt_binary_masks/02445_result_2018-08-23-13-35-13_obj8.png
466,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-13.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-13.png,result_2018-08-23-13-35-13.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,9,1804,245,193,300,242,269,217,0.005872,0.009115,0.087500,0.104167,outputs/ocid_full/gt_binary_masks/02446_result_2018-08-23-13-35-13_obj9.png
466,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-13.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-13.png,result_2018-08-23-13-35-13.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,10,2307,412,163,518,219,475,189,0.007510,0.019854,0.167187,0.118750,outputs/ocid_full/gt_binary_masks/02447_result_2018-08-23-13-35-13_obj10.png
466,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-13.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-13.png,result_2018-08-23-13-35-13.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,11,2682,327,57,364,140,345,98,0.008730,0.010391,0.059375,0.175000,outputs/ocid_full/gt_binary_masks/02448_result_2018-08-23-13-35-13_obj11.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,3,1341,276,170,326,214,300,188,0.004365,0.007471,0.079687,0.093750,outputs/ocid_full/gt_binary_masks/02449_result_2018-08-23-13-35-49_obj3.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,4,1165,324,181,373,220,347,199,0.003792,0.006510,0.078125,0.083333,outputs/ocid_full/gt_binary_masks/02450_result_2018-08-23-13-35-49_obj4.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,5,1356,369,189,414,229,391,208,0.004414,0.006139,0.071875,0.085417,outputs/ocid_full/gt_binary_masks/02451_result_2018-08-23-13-35-49_obj5.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,6,1473,295,198,342,242,318,219,0.004795,0.007031,0.075000,0.093750,outputs/ocid_full/gt_binary_masks/02452_result_2018-08-23-13-35-49_obj6.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,7,1289,321,128,365,172,343,151,0.004196,0.006592,0.070312,0.093750,outputs/ocid_full/gt_binary_masks/02453_result_2018-08-23-13-35-49_obj7.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,8,2019,413,174,464,225,439,199,0.006572,0.008802,0.081250,0.108333,outputs/ocid_full/gt_binary_masks/02454_result_2018-08-23-13-35-49_obj8.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,9,1828,245,193,300,241,270,217,0.005951,0.008932,0.087500,0.102083,outputs/ocid_full/gt_binary_masks/02455_result_2018-08-23-13-35-49_obj9.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,10,2340,412,163,519,219,475,189,0.007617,0.020039,0.168750,0.118750,outputs/ocid_full/gt_binary_masks/02456_result_2018-08-23-13-35-49_obj10.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,11,2667,328,56,364,140,345,98,0.008682,0.010238,0.057813,0.177083,outputs/ocid_full/gt_binary_masks/02457_result_2018-08-23-13-35-49_obj11.png
467,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/rgb/result_2018-08-23-13-35-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/curved/seq18/label/result_2018-08-23-13-35-49.png,result_2018-08-23-13-35-49.png,ARID10/table/bottom/curved/seq18,ARID10,table,bottom,curved,seq18,curved,12,1594,273,149,369,190,321,168,0.005189,0.013262,0.151562,0.087500,outputs/ocid_full/gt_binary_masks/02458_result_2018-08-23-13-35-49_obj12.png
469,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-13-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-13-52.png,result_2018-08-23-11-13-52.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,3,1696,246,145,290,192,268,168,0.005521,0.007031,0.070312,0.100000,outputs/ocid_full/gt_binary_masks/02459_result_2018-08-23-11-13-52_obj3.png
470,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-14-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-14-41.png,result_2018-08-23-11-14-41.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,3,1720,246,144,291,193,268,168,0.005599,0.007487,0.071875,0.104167,outputs/ocid_full/gt_binary_masks/02460_result_2018-08-23-11-14-41_obj3.png
470,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-14-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-14-41.png,result_2018-08-23-11-14-41.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,4,1258,234,174,267,241,250,209,0.004095,0.007526,0.053125,0.141667,outputs/ocid_full/gt_binary_masks/02461_result_2018-08-23-11-14-41_obj4.png
471,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-15-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-15-11.png,result_2018-08-23-11-15-11.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,3,1702,246,144,291,193,268,168,0.005540,0.007487,0.071875,0.104167,outputs/ocid_full/gt_binary_masks/02462_result_2018-08-23-11-15-11_obj3.png
471,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-15-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-15-11.png,result_2018-08-23-11-15-11.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,4,874,235,173,267,242,251,215,0.002845,0.007520,0.051562,0.145833,outputs/ocid_full/gt_binary_masks/02463_result_2018-08-23-11-15-11_obj4.png
471,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-15-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-15-11.png,result_2018-08-23-11-15-11.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,5,1792,178,186,263,246,219,212,0.005833,0.017077,0.134375,0.127083,outputs/ocid_full/gt_binary_masks/02464_result_2018-08-23-11-15-11_obj5.png
472,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-04.png,result_2018-08-23-11-16-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,3,1703,246,145,293,193,268,168,0.005544,0.007656,0.075000,0.102083,outputs/ocid_full/gt_binary_masks/02465_result_2018-08-23-11-16-04_obj3.png
472,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-04.png,result_2018-08-23-11-16-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,4,902,234,174,266,244,251,215,0.002936,0.007627,0.051562,0.147917,outputs/ocid_full/gt_binary_masks/02466_result_2018-08-23-11-16-04_obj4.png
472,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-04.png,result_2018-08-23-11-16-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,5,1751,177,187,262,246,218,212,0.005700,0.016797,0.134375,0.125000,outputs/ocid_full/gt_binary_masks/02467_result_2018-08-23-11-16-04_obj5.png
472,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-04.png,result_2018-08-23-11-16-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,6,1656,286,162,334,208,310,185,0.005391,0.007497,0.076563,0.097917,outputs/ocid_full/gt_binary_masks/02468_result_2018-08-23-11-16-04_obj6.png
473,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-37.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-37.png,result_2018-08-23-11-16-37.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,3,1702,246,145,292,193,268,168,0.005540,0.007497,0.073438,0.102083,outputs/ocid_full/gt_binary_masks/02469_result_2018-08-23-11-16-37_obj3.png
473,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-37.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-37.png,result_2018-08-23-11-16-37.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,4,906,235,174,267,243,252,215,0.002949,0.007520,0.051562,0.145833,outputs/ocid_full/gt_binary_masks/02470_result_2018-08-23-11-16-37_obj4.png
473,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-37.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-37.png,result_2018-08-23-11-16-37.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,5,1761,178,187,262,246,218,212,0.005732,0.016602,0.132812,0.125000,outputs/ocid_full/gt_binary_masks/02471_result_2018-08-23-11-16-37_obj5.png
473,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-37.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-37.png,result_2018-08-23-11-16-37.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,6,1405,286,163,334,207,312,182,0.004574,0.007178,0.076563,0.093750,outputs/ocid_full/gt_binary_masks/02472_result_2018-08-23-11-16-37_obj6.png
473,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-16-37.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-16-37.png,result_2018-08-23-11-16-37.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,7,2006,267,188,317,241,291,215,0.006530,0.008965,0.079687,0.112500,outputs/ocid_full/gt_binary_masks/02473_result_2018-08-23-11-16-37_obj7.png
474,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-04.png,result_2018-08-23-11-17-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,3,1723,246,144,292,193,268,168,0.005609,0.007650,0.073438,0.104167,outputs/ocid_full/gt_binary_masks/02474_result_2018-08-23-11-17-04_obj3.png
474,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-04.png,result_2018-08-23-11-17-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,4,784,235,173,267,236,252,212,0.002552,0.006875,0.051562,0.133333,outputs/ocid_full/gt_binary_masks/02475_result_2018-08-23-11-17-04_obj4.png
474,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-04.png,result_2018-08-23-11-17-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,5,1774,177,187,262,246,218,213,0.005775,0.016797,0.134375,0.125000,outputs/ocid_full/gt_binary_masks/02476_result_2018-08-23-11-17-04_obj5.png
474,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-04.png,result_2018-08-23-11-17-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,6,1366,286,163,334,207,312,182,0.004447,0.007178,0.076563,0.093750,outputs/ocid_full/gt_binary_masks/02477_result_2018-08-23-11-17-04_obj6.png
474,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-04.png,result_2018-08-23-11-17-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,7,2010,267,188,317,240,292,214,0.006543,0.008799,0.079687,0.110417,outputs/ocid_full/gt_binary_masks/02478_result_2018-08-23-11-17-04_obj7.png
474,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-04.png,result_2018-08-23-11-17-04.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,8,1541,230,233,284,273,258,252,0.005016,0.007340,0.085938,0.085417,outputs/ocid_full/gt_binary_masks/02479_result_2018-08-23-11-17-04_obj8.png
475,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-35.png,result_2018-08-23-11-17-35.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,3,1703,247,145,292,193,268,168,0.005544,0.007337,0.071875,0.102083,outputs/ocid_full/gt_binary_masks/02480_result_2018-08-23-11-17-35_obj3.png
475,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-35.png,result_2018-08-23-11-17-35.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,4,769,235,177,268,236,252,212,0.002503,0.006641,0.053125,0.125000,outputs/ocid_full/gt_binary_masks/02481_result_2018-08-23-11-17-35_obj4.png
475,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-35.png,result_2018-08-23-11-17-35.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,5,1781,178,186,262,246,219,212,0.005798,0.016878,0.132812,0.127083,outputs/ocid_full/gt_binary_masks/02482_result_2018-08-23-11-17-35_obj5.png
475,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-35.png,result_2018-08-23-11-17-35.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,6,1356,288,163,334,205,312,182,0.004414,0.006579,0.073438,0.089583,outputs/ocid_full/gt_binary_masks/02483_result_2018-08-23-11-17-35_obj6.png
475,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-35.png,result_2018-08-23-11-17-35.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,7,1985,267,187,318,241,291,214,0.006462,0.009310,0.081250,0.114583,outputs/ocid_full/gt_binary_masks/02484_result_2018-08-23-11-17-35_obj7.png
475,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-35.png,result_2018-08-23-11-17-35.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,8,1559,231,233,286,273,258,251,0.005075,0.007474,0.087500,0.085417,outputs/ocid_full/gt_binary_masks/02485_result_2018-08-23-11-17-35_obj8.png
475,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-17-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-17-35.png,result_2018-08-23-11-17-35.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,9,1226,290,232,329,272,308,252,0.003991,0.005339,0.062500,0.085417,outputs/ocid_full/gt_binary_masks/02486_result_2018-08-23-11-17-35_obj9.png
476,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-18-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-18-02.png,result_2018-08-23-11-18-02.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,3,1696,246,145,294,193,268,168,0.005521,0.007816,0.076563,0.102083,outputs/ocid_full/gt_binary_masks/02487_result_2018-08-23-11-18-02_obj3.png
476,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-18-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-18-02.png,result_2018-08-23-11-18-02.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,4,784,235,173,268,235,252,211,0.002552,0.006973,0.053125,0.131250,outputs/ocid_full/gt_binary_masks/02488_result_2018-08-23-11-18-02_obj4.png
476,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-18-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-18-02.png,result_2018-08-23-11-18-02.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,5,1770,177,186,262,246,219,212,0.005762,0.017077,0.134375,0.127083,outputs/ocid_full/gt_binary_masks/02489_result_2018-08-23-11-18-02_obj5.png
476,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-18-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-18-02.png,result_2018-08-23-11-18-02.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,6,1421,286,161,334,208,312,182,0.004626,0.007656,0.076563,0.100000,outputs/ocid_full/gt_binary_masks/02490_result_2018-08-23-11-18-02_obj6.png
476,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-18-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-18-02.png,result_2018-08-23-11-18-02.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,7,1965,268,189,318,241,292,214,0.006396,0.008799,0.079687,0.110417,outputs/ocid_full/gt_binary_masks/02491_result_2018-08-23-11-18-02_obj7.png
476,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-18-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-18-02.png,result_2018-08-23-11-18-02.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,8,1540,231,233,284,273,258,251,0.005013,0.007207,0.084375,0.085417,outputs/ocid_full/gt_binary_masks/02492_result_2018-08-23-11-18-02_obj8.png
476,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/rgb/result_2018-08-23-11-18-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/fruits/seq09/label/result_2018-08-23-11-18-02.png,result_2018-08-23-11-18-02.png,ARID10/table/bottom/fruits/seq09,ARID10,table,bottom,fruits,seq09,fruits,9,1249,289,232,330,273,308,252,0.004066,0.005742,0.065625,0.087500,outputs/ocid_full/gt_binary_masks/02493_result_2018-08-23-11-18-02_obj9.png
