image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id
322,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/rgb/result_2018-08-23-14-48-36.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/label/result_2018-08-23-14-48-36.png,result_2018-08-23-14-48-36.png,ARID10/floor/top/mixed/seq31,ARID10,floor,top,mixed,seq31
323,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/rgb/result_2018-08-23-14-48-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/label/result_2018-08-23-14-48-58.png,result_2018-08-23-14-48-58.png,ARID10/floor/top/mixed/seq31,ARID10,floor,top,mixed,seq31
324,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/rgb/result_2018-08-23-14-49-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/label/result_2018-08-23-14-49-29.png,result_2018-08-23-14-49-29.png,ARID10/floor/top/mixed/seq31,ARID10,floor,top,mixed,seq31
325,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/rgb/result_2018-08-23-14-49-50.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/label/result_2018-08-23-14-49-50.png,result_2018-08-23-14-49-50.png,ARID10/floor/top/mixed/seq31,ARID10,floor,top,mixed,seq31
326,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/rgb/result_2018-08-23-14-50-06.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/label/result_2018-08-23-14-50-06.png,result_2018-08-23-14-50-06.png,ARID10/floor/top/mixed/seq31,ARID10,floor,top,mixed,seq31
327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/rgb/result_2018-08-23-14-50-42.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/label/result_2018-08-23-14-50-42.png,result_2018-08-23-14-50-42.png,ARID10/floor/top/mixed/seq31,ARID10,floor,top,mixed,seq31
328,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/rgb/result_2018-08-23-14-51-07.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/label/result_2018-08-23-14-51-07.png,result_2018-08-23-14-51-07.png,ARID10/floor/top/mixed/seq31,ARID10,floor,top,mixed,seq31
329,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/rgb/result_2018-08-23-14-51-34.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq31/label/result_2018-08-23-14-51-34.png,result_2018-08-23-14-51-34.png,ARID10/floor/top/mixed/seq31,ARID10,floor,top,mixed,seq31
330,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-54-50.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-54-50.png,result_2018-08-23-14-54-50.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
331,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-55-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-55-11.png,result_2018-08-23-14-55-11.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
332,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-55-39.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-55-39.png,result_2018-08-23-14-55-39.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
333,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-56-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-56-02.png,result_2018-08-23-14-56-02.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
334,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-56-20.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-56-20.png,result_2018-08-23-14-56-20.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
335,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-56-39.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-56-39.png,result_2018-08-23-14-56-39.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
336,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-57-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-57-01.png,result_2018-08-23-14-57-01.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
337,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-57-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-57-29.png,result_2018-08-23-14-57-29.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
338,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-58-02.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-58-02.png,result_2018-08-23-14-58-02.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
339,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/rgb/result_2018-08-23-14-58-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/mixed/seq32/label/result_2018-08-23-14-58-53.png,result_2018-08-23-14-58-53.png,ARID10/floor/top/mixed/seq32,ARID10,floor,top,mixed,seq32
340,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-09-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-09-40.png,result_2018-08-27-16-09-40.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
341,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-10-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-10-01.png,result_2018-08-27-16-10-01.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
342,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-10-34.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-10-34.png,result_2018-08-27-16-10-34.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
343,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-10-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-10-54.png,result_2018-08-27-16-10-54.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
344,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-11-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-11-14.png,result_2018-08-27-16-11-14.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
345,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-11-34.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-11-34.png,result_2018-08-27-16-11-34.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
346,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-12-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-12-35.png,result_2018-08-27-16-12-35.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
347,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-12-59.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-12-59.png,result_2018-08-27-16-12-59.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
348,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-13-28.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-13-28.png,result_2018-08-27-16-13-28.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
349,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/rgb/result_2018-08-27-16-14-28.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq09/label/result_2018-08-27-16-14-28.png,result_2018-08-27-16-14-28.png,ARID10/floor/top/non-fruits/seq09,ARID10,floor,top,non-fruits,seq09
350,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-10.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-10.png,result_2018-08-27-16-18-10.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
351,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-29.png,result_2018-08-27-16-18-29.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
352,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-18-48.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-18-48.png,result_2018-08-27-16-18-48.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
353,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-14.png,result_2018-08-27-16-19-14.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
354,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-41.png,result_2018-08-27-16-19-41.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
355,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-19-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-19-58.png,result_2018-08-27-16-19-58.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
356,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-15.png,result_2018-08-27-16-20-15.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
357,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-33.png,result_2018-08-27-16-20-33.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
358,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-20-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-20-54.png,result_2018-08-27-16-20-54.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
359,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/rgb/result_2018-08-27-16-21-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq10/label/result_2018-08-27-16-21-11.png,result_2018-08-27-16-21-11.png,ARID10/floor/top/non-fruits/seq10,ARID10,floor,top,non-fruits,seq10
360,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-49-17.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-49-17.png,result_2018-08-23-17-49-17.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
361,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-50-50.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-50-50.png,result_2018-08-23-17-50-50.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
362,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-51-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-51-38.png,result_2018-08-23-17-51-38.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
363,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-52-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-52-46.png,result_2018-08-23-17-52-46.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
364,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-53-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-53-18.png,result_2018-08-23-17-53-18.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
365,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-53-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-53-49.png,result_2018-08-23-17-53-49.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
366,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-54-20.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-54-20.png,result_2018-08-23-17-54-20.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
367,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-54-42.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-54-42.png,result_2018-08-23-17-54-42.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
368,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-55-21.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-55-21.png,result_2018-08-23-17-55-21.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
369,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/rgb/result_2018-08-23-17-56-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq39/label/result_2018-08-23-17-56-01.png,result_2018-08-23-17-56-01.png,ARID10/floor/top/non-fruits/seq39,ARID10,floor,top,non-fruits,seq39
370,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-17-58-57.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-17-58-57.png,result_2018-08-23-17-58-57.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
371,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-17-59-20.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-17-59-20.png,result_2018-08-23-17-59-20.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
372,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-17-59-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-17-59-46.png,result_2018-08-23-17-59-46.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
373,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-18-00-08.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-18-00-08.png,result_2018-08-23-18-00-08.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
374,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-18-00-32.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-18-00-32.png,result_2018-08-23-18-00-32.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
375,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-18-01-10.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-18-01-10.png,result_2018-08-23-18-01-10.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
376,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-18-03-56.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-18-03-56.png,result_2018-08-23-18-03-56.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
377,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-18-04-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-18-04-40.png,result_2018-08-23-18-04-40.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
378,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-18-05-46.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-18-05-46.png,result_2018-08-23-18-05-46.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
379,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/rgb/result_2018-08-23-18-06-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/top/non-fruits/seq40/label/result_2018-08-23-18-06-05.png,result_2018-08-23-18-06-05.png,ARID10/floor/top/non-fruits/seq40,ARID10,floor,top,non-fruits,seq40
380,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-34-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-34-35.png,result_2018-08-23-10-34-35.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
381,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-37-30.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-37-30.png,result_2018-08-23-10-37-30.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
382,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-37-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-37-52.png,result_2018-08-23-10-37-52.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
383,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-38-26.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-38-26.png,result_2018-08-23-10-38-26.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
384,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-38-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-38-53.png,result_2018-08-23-10-38-53.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
385,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-39-22.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-39-22.png,result_2018-08-23-10-39-22.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
386,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-40-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-40-01.png,result_2018-08-23-10-40-01.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
387,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-40-34.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-40-34.png,result_2018-08-23-10-40-34.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
388,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-41-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-41-31.png,result_2018-08-23-10-41-31.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
389,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-42-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-42-04.png,result_2018-08-23-10-42-04.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
390,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/rgb/result_2018-08-23-10-42-23.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq05/label/result_2018-08-23-10-42-23.png,result_2018-08-23-10-42-23.png,ARID10/table/bottom/box/seq05,ARID10,table,bottom,box,seq05
391,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq06/rgb/result_2018-08-23-10-45-21.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq06/label/result_2018-08-23-10-45-21.png,result_2018-08-23-10-45-21.png,ARID10/table/bottom/box/seq06,ARID10,table,bottom,box,seq06
392,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq06/rgb/result_2018-08-23-10-47-11.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq06/label/result_2018-08-23-10-47-11.png,result_2018-08-23-10-47-11.png,ARID10/table/bottom/box/seq06,ARID10,table,bottom,box,seq06
393,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq06/rgb/result_2018-08-23-10-47-32.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq06/label/result_2018-08-23-10-47-32.png,result_2018-08-23-10-47-32.png,ARID10/table/bottom/box/seq06,ARID10,table,bottom,box,seq06
394,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq06/rgb/result_2018-08-23-10-48-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/table/bottom/box/seq06/label/result_2018-08-23-10-48-01.png,result_2018-08-23-10-48-01.png,ARID10/table/bottom/box/seq06,ARID10,table,bottom,box,seq06
