row_index,object_id,image_path,gt_mask_path,file_name,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,box_sam_score,box_iou,box_mask_path,box_visualization_path,box_device,box_model_type,point_x,point_y,point_sam_score,point_iou,point_mask_path,point_visualization_path,point_device,point_model_type,iou_delta_point_minus_box,abs_iou_delta,sam_score_delta_point_minus_box,winner
22,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00022_result_2018-08-24-13-16-33_obj4.png,result_2018-08-24-13-16-33.png,375.0,292.0,453.0,391.0,0.954628050327301,0.8249554367201426,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0022_object_4_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0022_object_4_sam_visualization.png,cuda,vit_b,412.0,343.0,0.847494900226593,0.826208829712684,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0022_object_4_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0022_object_4_sam_point_visualization.png,cuda,vit_b,0.0012533929925413467,0.0012533929925413467,-0.10713315010070801,point
23,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00023_result_2018-08-24-13-16-33_obj5.png,result_2018-08-24-13-16-33.png,317.0,256.0,377.0,334.0,0.9689454436302184,0.9126103045829776,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0023_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0023_object_5_sam_visualization.png,cuda,vit_b,345.0,291.0,0.8888503313064575,0.6796372147454652,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0023_object_5_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0023_object_5_sam_point_visualization.png,cuda,vit_b,-0.23297308983751241,0.23297308983751241,-0.08009511232376088,box
24,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00024_result_2018-08-24-13-16-33_obj6.png,result_2018-08-24-13-16-33.png,320.0,323.0,399.0,405.0,0.9311341047286988,0.8610435252771019,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0024_object_6_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0024_object_6_sam_visualization.png,cuda,vit_b,357.0,370.0,0.9220956563949584,0.828307525129041,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0024_object_6_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0024_object_6_sam_point_visualization.png,cuda,vit_b,-0.032736000148060884,0.032736000148060884,-0.009038448333740456,box
25,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00025_result_2018-08-24-13-16-33_obj7.png,result_2018-08-24-13-16-33.png,288.0,263.0,323.0,323.0,0.9785017371177672,0.7705022250476796,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0025_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0025_object_7_sam_visualization.png,cuda,vit_b,306.0,293.0,0.7380989789962769,0.6578094620868438,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0025_object_7_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0025_object_7_sam_point_visualization.png,cuda,vit_b,-0.11269276296083586,0.11269276296083586,-0.24040275812149037,box
26,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00026_result_2018-08-24-13-16-33_obj8.png,result_2018-08-24-13-16-33.png,263.0,334.0,345.0,397.0,0.9511518478393556,0.8090909090909091,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0026_object_8_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0026_object_8_sam_visualization.png,cuda,vit_b,304.0,363.0,0.5845404863357544,0.7446904654315409,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0026_object_8_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0026_object_8_sam_point_visualization.png,cuda,vit_b,-0.06440044365936815,0.06440044365936815,-0.3666113615036012,box
27,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00027_result_2018-08-24-13-16-33_obj9.png,result_2018-08-24-13-16-33.png,355.0,320.0,384.0,352.0,0.9650706052780152,0.8779527559055118,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0027_object_9_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0027_object_9_sam_visualization.png,cuda,vit_b,369.0,336.0,0.944663405418396,0.8805774278215223,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0027_object_9_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0027_object_9_sam_point_visualization.png,cuda,vit_b,0.002624671916010457,0.002624671916010457,-0.02040719985961925,point
28,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00028_result_2018-08-24-13-16-51_obj3.png,result_2018-08-24-13-16-51.png,377.0,229.0,449.0,300.0,0.9696305394172668,0.8847948906902481,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0028_object_3_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0028_object_3_sam_visualization.png,cuda,vit_b,413.0,263.0,0.7673799395561218,0.8784816366773478,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0028_object_3_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0028_object_3_sam_point_visualization.png,cuda,vit_b,-0.006313254012900282,0.006313254012900282,-0.20225059986114502,box
29,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00029_result_2018-08-24-13-16-51_obj4.png,result_2018-08-24-13-16-51.png,375.0,293.0,453.0,390.0,0.9547917246818542,0.8235085227272727,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0029_object_4_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0029_object_4_sam_visualization.png,cuda,vit_b,412.0,343.0,0.8531215190887451,0.8241451500348919,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0029_object_4_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0029_object_4_sam_point_visualization.png,cuda,vit_b,0.0006366273076191531,0.0006366273076191531,-0.10167020559310913,point
30,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00030_result_2018-08-24-13-16-51_obj5.png,result_2018-08-24-13-16-51.png,317.0,255.0,378.0,333.0,0.9668061137199402,0.9005399261153737,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0030_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0030_object_5_sam_visualization.png,cuda,vit_b,345.0,291.0,0.8995764851570129,0.67968291250734,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0030_object_5_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0030_object_5_sam_point_visualization.png,cuda,vit_b,-0.22085701360803367,0.22085701360803367,-0.06722962856292725,box
31,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00031_result_2018-08-24-13-16-51_obj6.png,result_2018-08-24-13-16-51.png,319.0,322.0,399.0,405.0,0.9556216597557068,0.8128734383487235,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0031_object_6_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0031_object_6_sam_visualization.png,cuda,vit_b,357.0,369.0,0.9430619478225708,0.8005968529571351,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0031_object_6_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0031_object_6_sam_point_visualization.png,cuda,vit_b,-0.01227658539158838,0.01227658539158838,-0.012559711933135986,box
32,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00032_result_2018-08-24-13-16-51_obj7.png,result_2018-08-24-13-16-51.png,288.0,263.0,323.0,323.0,0.978938102722168,0.7954110898661568,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0032_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0032_object_7_sam_visualization.png,cuda,vit_b,305.0,293.0,0.758176326751709,0.606278613472858,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0032_object_7_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0032_object_7_sam_point_visualization.png,cuda,vit_b,-0.18913247639329878,0.18913247639329878,-0.22076177597045898,box
33,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00033_result_2018-08-24-13-16-51_obj8.png,result_2018-08-24-13-16-51.png,263.0,334.0,345.0,397.0,0.9497138261795044,0.7962727657772131,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0033_object_8_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0033_object_8_sam_visualization.png,cuda,vit_b,304.0,363.0,0.7283017039299011,0.795901296528649,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0033_object_8_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0033_object_8_sam_point_visualization.png,cuda,vit_b,-0.00037146924856401586,0.00037146924856401586,-0.22141212224960327,box
34,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00034_result_2018-08-24-13-16-51_obj9.png,result_2018-08-24-13-16-51.png,355.0,320.0,384.0,352.0,0.9647194743156432,0.8681462140992167,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0034_object_9_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0034_object_9_sam_visualization.png,cuda,vit_b,369.0,337.0,0.9398496747016908,0.8697916666666666,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0034_object_9_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0034_object_9_sam_point_visualization.png,cuda,vit_b,0.0016454525674499676,0.0016454525674499676,-0.024869799613952415,point
35,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00035_result_2018-08-24-13-16-51_obj10.png,result_2018-08-24-13-16-51.png,297.0,386.0,334.0,428.0,0.9717907905578612,0.8855967078189301,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0035_object_10_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0035_object_10_sam_visualization.png,cuda,vit_b,314.0,408.0,0.8272957801818848,0.1056277056277056,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0035_object_10_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0035_object_10_sam_point_visualization.png,cuda,vit_b,-0.7799690021912244,0.7799690021912244,-0.14449501037597645,box
36,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00036_result_2018-08-24-13-17-53_obj3.png,result_2018-08-24-13-17-53.png,377.0,228.0,449.0,300.0,0.9757323265075684,0.8868989205103042,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0036_object_3_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0036_object_3_sam_visualization.png,cuda,vit_b,413.0,262.0,0.7562658786773682,0.8825990647304947,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0036_object_3_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0036_object_3_sam_point_visualization.png,cuda,vit_b,-0.004299855779809514,0.004299855779809514,-0.2194664478302002,box
37,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00037_result_2018-08-24-13-17-53_obj4.png,result_2018-08-24-13-17-53.png,375.0,293.0,453.0,390.0,0.953865885734558,0.809456096693921,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0037_object_4_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0037_object_4_sam_visualization.png,cuda,vit_b,412.0,344.0,0.818395733833313,0.8127196064652144,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0037_object_4_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0037_object_4_sam_point_visualization.png,cuda,vit_b,0.0032635097712933048,0.0032635097712933048,-0.135470151901245,point
38,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00038_result_2018-08-24-13-17-53_obj5.png,result_2018-08-24-13-17-53.png,317.0,255.0,377.0,333.0,0.9679118990898132,0.9094007384265832,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0038_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0038_object_5_sam_visualization.png,cuda,vit_b,345.0,291.0,0.8885769248008728,0.6800116890707188,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0038_object_5_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0038_object_5_sam_point_visualization.png,cuda,vit_b,-0.22938904935586435,0.22938904935586435,-0.07933497428894043,box
39,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00039_result_2018-08-24-13-17-53_obj6.png,result_2018-08-24-13-17-53.png,321.0,324.0,399.0,406.0,0.91012442111969,0.77442218798151,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0039_object_6_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0039_object_6_sam_visualization.png,cuda,vit_b,360.0,370.0,0.8212968111038208,0.7403583358639538,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0039_object_6_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0039_object_6_sam_point_visualization.png,cuda,vit_b,-0.03406385211755614,0.03406385211755614,-0.08882761001586925,box
40,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00040_result_2018-08-24-13-17-53_obj7.png,result_2018-08-24-13-17-53.png,288.0,262.0,323.0,323.0,0.978617250919342,0.7440970006381621,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0040_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0040_object_7_sam_visualization.png,cuda,vit_b,306.0,293.0,0.7523792386054993,0.6755009696186167,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0040_object_7_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0040_object_7_sam_point_visualization.png,cuda,vit_b,-0.06859603101954537,0.06859603101954537,-0.22623801231384277,box
41,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00041_result_2018-08-24-13-17-53_obj8.png,result_2018-08-24-13-17-53.png,263.0,334.0,345.0,397.0,0.9513364434242249,0.8033064857990674,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0041_object_8_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0041_object_8_sam_visualization.png,cuda,vit_b,304.0,364.0,0.790850818157196,0.8079664570230608,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0041_object_8_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0041_object_8_sam_point_visualization.png,cuda,vit_b,0.00465997122399342,0.00465997122399342,-0.1604856252670288,point
42,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00042_result_2018-08-24-13-17-53_obj9.png,result_2018-08-24-13-17-53.png,355.0,320.0,384.0,352.0,0.9650790691375732,0.8805774278215223,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0042_object_9_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0042_object_9_sam_visualization.png,cuda,vit_b,369.0,336.0,0.9507759213447572,0.8868421052631579,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0042_object_9_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0042_object_9_sam_point_visualization.png,cuda,vit_b,0.006264677441635613,0.006264677441635613,-0.014303147792816051,point
43,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00043_result_2018-08-24-13-17-53_obj10.png,result_2018-08-24-13-17-53.png,297.0,386.0,335.0,427.0,0.9719595313072203,0.8970954356846473,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0043_object_10_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0043_object_10_sam_visualization.png,cuda,vit_b,314.0,408.0,0.8357175588607788,0.1078001752848378,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0043_object_10_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0043_object_10_sam_point_visualization.png,cuda,vit_b,-0.7892952603998096,0.7892952603998096,-0.13624197244644154,box
